Year,State,date,city,manner_of_death
2022,Washington,2022-09-22,Sequim,shot
2022,Tennessee,2022-03-11,Covington,shot
2022,Ohio,2022-04-01,Youngstown,shot
2022,Pennsylvania,2022-03-31,Lebanon,shot
2022,South Dakota,2022-03-31,Sioux Falls,shot
2022,Oregon,2022-03-31,Scappoose,shot
2022,Michigan,2022-03-31,Columbia Township,shot
2022,Florida,2022-03-31,Miami-Dade County,shot
2022,California,2022-03-30,San Diego,shot
2022,Arkansas,2022-03-30,Atkins,shot
2022,Alaska,2022-03-29,Wasilla,shot
2022,California,2022-03-29,Hesperia,shot
2022,Pennsylvania,2022-03-29,Mifflin Township,shot
2022,California,2022-03-29,Fresno,shot
2022,Arizona,2022-03-29,Tucson,shot
2022,Indiana,2022-03-29,Greenwood,shot
2022,Nevada,2022-03-28,Las Vegas,shot
2022,Texas,2022-03-27,San Benito,shot
2022,New Mexico,2022-03-27,Chaves County,shot
2022,Arizona,2022-03-27,Maricopa,shot
2022,Arizona,2022-03-27,Fort Mohave,shot
2022,Florida,2022-03-27,Margate,shot
2022,Kentucky,2022-03-27,Lexington,shot
2022,South Carolina,2022-04-01,Spartanburg County,shot
2022,New Mexico,2022-04-01,Albuquerque,shot
2022,Florida,2022-04-01,Sarasota,shot
2022,California,2022-04-04,Jurupa Valley,shot
2022,California,2022-04-06,Panorama City,shot
2022,Georgia,2022-04-06,Cobb County,shot
2022,Texas,2022-04-05,Killeen,shot
2022,Minnesota,2022-04-05,Roseville,shot
2022,Tennessee,2022-04-05,Madison County,shot
2022,North Carolina,2022-04-05,Swan Quarter,shot
2022,Wyoming,2022-04-05,Cheyenne,shot
2022,California,2022-04-04,Mira Loma,shot
2022,Missouri,2022-04-04,St. Louis,shot
2022,Michigan,2022-04-04,Grand Rapids,shot
2022,West Virginia,2022-04-01,Hardy County,shot
2022,Illinois,2022-04-03,Chicago,shot
2022,Arkansas,2022-04-03,Wynne,shot
2022,Arizona,2022-04-03,Tucson,shot
2022,Illinois,2022-04-03,Oak Forest,shot
2022,Tennessee,2022-04-03,Newport,shot
2022,Illinois,2022-04-02,Pana,shot
2022,Georgia,2022-04-02,Savannah,shot
2022,Tennessee,2022-04-02,Charleston,shot
2022,Oklahoma,2022-04-02,Oklahoma City,shot
2022,Kansas,2022-03-26,Baxter Springs,shot
2022,Utah,2022-03-26,Salt Lake City,shot
2022,Florida,2022-03-26,Indian River County,shot
2022,Virginia,2022-03-14,Covington,shot
2022,Missouri,2022-03-17,Bonne Terre,shot
2022,Washington,2022-03-16,Seattle,shot
2022,Washington,2022-03-16,Tacoma,shot
2022,Texas,2022-03-15,Hurst,shot
2022,North Carolina,2022-03-15,Monroe,shot
2022,Georgia,2022-03-15,Canton,shot
2022,Washington,2022-03-15,Spanaway,shot
2022,Illinois,2022-03-14,Shorewood,shot
2022,Texas,2022-03-14,San Antonio,shot
2022,Illinois,2022-03-14,Crest Hill,shot
2022,Nevada,2022-03-17,Lake Mead,shot
2022,New Mexico,2022-03-14,Albuquerque,shot
2022,Washington,2022-03-13,Pasco,shot
2022,California,2022-03-13,Palmdale,shot
2022,Alabama,2022-03-12,Lauderdale County,shot
2022,California,2022-03-12,Sonora,shot
2022,Arizona,2022-03-12,Phoenix,shot
2022,Georgia,2022-03-12,Loganville,shot
2022,Arizona,2022-03-12,Tucson,shot
2022,Alabama,2022-03-12,Decatur,shot
2022,Florida,2022-03-17,Lehigh Acres,shot
2022,Virginia,2022-03-18,Sterling,shot
2022,South Dakota,2022-03-26,Rapid City,shot
2022,Tennessee,2022-03-21,Tellico Plains,shot
2022,Oklahoma,2022-03-26,Ada,shot
2022,Florida,2022-03-25,Dunnellon,shot
2022,Massachusetts,2022-03-25,Pittsfield,shot
2022,Florida,2022-03-24,Broward County,shot
2022,Georgia,2022-03-23,Commerce,shot
2022,Georgia,2022-03-23,Clayton County,shot
2022,Arizona,2022-03-22,Chandler,shot
2022,California,2022-03-22,Discovery Bay,shot
2022,Wyoming,2022-03-21,Gillette,shot
2022,Arkansas,2022-03-21,Texarkana,shot
2022,Kentucky,2022-03-18,Louisville,shot
2022,Michigan,2022-03-20,Kalamazoo,shot
2022,Montana,2022-03-19,Great Falls,shot
2022,South Dakota,2022-03-19,Hanson County,shot
2022,Arizona,2022-03-19,Peoria,shot
2022,New Mexico,2022-03-19,Albuquerque,shot
2022,South Carolina,2022-03-19,Columbia,shot
2022,Delaware,2022-03-19,Dewey Beach,shot
2022,Wyoming,2022-03-18,Evansville,shot
2022,Texas,2022-03-18,Hutchinson County,shot
2022,New Mexico,2022-04-06,Albuquerque,shot
2022,Pennsylvania,2022-04-06,Philadelphia,shot
2022,Virginia,2022-04-07,Bridgewater,shot
2022,New York,2022-04-29,Hyde Park,shot
2022,Missouri,2022-05-03,Platte County,shot
2022,Alabama,2022-05-03,Prichard,shot
2022,Alabama,2022-05-02,Ozark,shot
2022,California,2022-05-01,Ducor,shot
2022,Oklahoma,2022-05-01,Hooker,shot
2022,Texas,2022-05-01,Midland,shot
2022,South Carolina,2022-05-01,Jacksonboro,shot
2022,Nebraska,2022-04-30,Beatrice,shot
2022,Georgia,2022-04-30,Duluth,shot
2022,Georgia,2022-04-29,Fairburn,shot
2022,Ohio,2022-05-04,Moraine,shot
2022,California,2022-04-28,Simi Valley,shot
2022,Minnesota,2022-04-28,Bowlus,shot
2022,Texas,2022-04-27,Houston,shot
2022,Rhode Island,2022-04-27,Woonsocket,shot
2022,Florida,2022-04-27,Orange Park,shot
2022,Florida,2022-04-27,Kissimmee,shot
2022,Colorado,2022-04-26,Evans,shot
2022,Michigan,2022-04-26,Roseville,shot
2022,Oregon,2022-04-25,Aurora,shot
2022,California,2022-05-03,Los Angeles,shot
2022,Washington,2022-05-04,Federal Way,shot
2022,Texas,2022-04-25,Amarillo,shot
2022,Oklahoma,2022-05-08,Tulsa,shot
2022,Florida,2022-05-13,West Palm Beach,shot
2022,New York,2022-05-13,New York,shot
2022,Missouri,2022-05-11,Cape Girardeau County,shot
2022,Texas,2022-05-10,Dime Box,shot
2022,Illinois,2022-05-10,Romeoville,shot
2022,Florida,2022-05-10,Carrollwood,shot
2022,New York,2022-05-10,New York,shot
2022,Arizona,2022-05-10,Yuma,shot
2022,California,2022-05-09,Del Norte County,shot
2022,Arkansas,2022-05-08,Springdale,shot
2022,Maryland,2022-05-04,Essex,shot
2022,Washington,2022-05-07,Wenatchee,shot
2022,North Carolina,2022-05-07,Raleigh,shot
2022,Florida,2022-05-07,Hallandale Beach,shot
2022,California,2022-05-06,Rosamond,shot
2022,Arizona,2022-05-06,Kayenta,shot
2022,Alabama,2022-05-05,Albertville,shot
2022,Texas,2022-05-05,Sugar Land,shot
2022,South Carolina,2022-05-05,Marion,shot
2022,California,2022-05-04,Paramount,shot
2022,Maryland,2022-04-25,Somerset County,shot
2022,Texas,2022-04-25,Cleveland,shot
2022,South Carolina,2022-04-07,Aiken,shot
2022,Georgia,2022-04-10,Savannah,shot
2022,Tennessee,2022-04-14,Knox County,shot
2022,Tennessee,2022-04-14,Bristol,shot
2022,Ohio,2022-04-13,Ashtabula,shot
2022,Louisiana,2022-04-13,Lafayette,shot
2022,New Jersey,2022-04-12,Edison,shot
2022,Oklahoma,2022-04-11,Tulsa,shot
2022,Colorado,2022-04-11,Manitou Springs,shot
2022,Oregon,2022-04-11,Salem,shot
2022,Kentucky,2022-04-11,Covington,shot
2022,Arizona,2022-04-09,Gilbert,shot
2022,Arizona,2022-04-14,Glendale,shot
2022,Texas,2022-04-09,Houston,shot
2022,California,2022-04-09,Covina,shot
2022,New Hampshire,2022-04-09,Derry,shot
2022,New Mexico,2022-04-09,Farmington,shot
2022,Michigan,2022-04-08,Taylor,shot
2022,Michigan,2022-04-08,Benton Harbor,shot
2022,Oklahoma,2022-04-07,Norman,shot
2022,West Virginia,2022-04-07,Doddridge County,shot
2022,California,2022-04-07,Fontana,shot
2022,South Carolina,2022-04-14,Darlington County,shot
2022,California,2022-04-14,Los Angeles,shot
2022,Louisiana,2022-04-24,Assumption Parish,shot
2022,Georgia,2022-04-19,Gordon County,shot
2022,Maryland,2022-04-23,Bel Air,shot
2022,District of Columbia,2022-04-23,Washington,shot
2022,Washington,2022-04-22,Edmonds,shot
2022,North Dakota,2022-04-21,Mott,shot
2022,Florida,2022-04-21,Jacksonville,shot
2022,New York,2022-04-20,Yonkers,shot
2022,Minnesota,2022-04-20,Chisholm,shot
2022,District of Columbia,2022-04-20,Washington,shot
2022,California,2022-04-20,Bakersfield,shot
2022,Texas,2022-04-19,Pasadena,shot
2022,Colorado,2022-04-14,Larimer County,shot
2022,California,2022-04-19,Linda,shot
2022,Texas,2022-04-18,Conroe,shot
2022,Oklahoma,2022-04-18,Vinita,shot
2022,New Mexico,2022-04-16,Las Cruces,shot
2022,New Mexico,2022-04-16,Prewitt,shot
2022,Georgia,2022-04-16,Atlanta,shot
2022,West Virginia,2022-04-16,Princeton,shot
2022,Kansas,2022-04-15,Cowley County,shot
2022,Ohio,2022-04-14,Huber Heights,shot
2022,California,2022-03-11,Siskiyou County,shot
2022,Mississippi,2022-03-11,Raymond,shot
2022,Oklahoma,2022-05-14,Sallisaw,shot
2022,Florida,2022-03-11,Miami-Dade County,shot
2022,Washington,2022-01-29,Battle Ground,shot
2022,Texas,2022-01-29,Denton,shot
2022,Missouri,2022-01-28,Springfield,shot
2022,California,2022-01-28,Coachella,shot
2022,New Mexico,2022-01-27,Rio Rancho,shot
2022,Washington,2022-01-27,Parkland,shot
2022,Tennessee,2022-01-27,Nashville,shot
2022,Oregon,2022-01-26,Portland,shot
2022,Tennessee,2022-01-26,Cordova,shot
2022,Missouri,2022-01-26,Ferguson,shot
2022,Tennessee,2022-01-25,Dandridge,shot
2022,Georgia,2022-01-25,Aragon,shot
2022,Missouri,2022-01-25,Madison County,shot
2022,Alabama,2022-01-24,Priceville,shot
2022,Washington,2022-01-24,Spokane,shot
2022,Missouri,2022-01-23,O'Fallon,shot
2022,Louisiana,2022-01-23,Lafayette,shot
2022,Massachusetts,2022-01-23,Burlington,shot
2022,Georgia,2022-01-23,Newnan,shot
2022,Arizona,2022-01-22,Phoenix,shot
2022,New York,2022-01-21,New York,shot
2022,Maryland,2022-01-30,Crofton,shot
2022,Idaho,2022-01-31,Orofino,shot
2022,Texas,2022-01-31,Mesquite,shot
2022,Kansas,2022-02-06,Topeka,shot
2022,Texas,2022-02-08,Corpus Christi,shot
2022,Arizona,2022-02-07,Phoenix,shot
2022,Missouri,2022-02-07,Kansas City,shot
2022,Arizona,2022-02-07,Marana,shot
2022,Texas,2022-02-07,Greenville,shot
2022,Texas,2022-02-07,Houston,shot
2022,Kentucky,2022-02-06,Powell County,shot
2022,Virginia,2022-02-06,Willis,shot
2022,Oregon,2022-02-06,Salem,shot
2022,South Carolina,2022-02-06,Georgetown County,shot
2022,Indiana,2022-01-31,Mishawaka,shot
2022,Alaska,2022-02-05,Aniak,shot
2022,North Carolina,2022-02-05,Lincoln County,shot
2022,Oregon,2022-02-04,Pineville,shot
2022,Oklahoma,2022-02-04,Tulsa,shot
2022,Indiana,2022-02-04,Evansville,shot
2022,Minnesota,2022-02-02,Minneapolis,shot
2022,California,2022-02-01,Los Angeles,shot
2022,New Mexico,2022-02-01,Albuquerque,shot
2022,Texas,2022-02-01,Wichita  Falls,shot
2022,Washington,2022-01-20,Lacey,shot
2022,New York,2022-01-20,New York,shot
2022,California,2022-01-20,San Francisco,shot
2022,Kentucky,2022-01-05,Frankfort,shot
2022,California,2022-01-09,Rialto,shot
2022,Massachusetts,2022-01-09,Springfield,shot
2022,Georgia,2022-01-09,Crawford County,shot
2022,Louisiana,2022-01-08,Baton Rouge,shot
2022,New Jersey,2022-01-06,Keansburg,shot
2022,Colorado,2022-01-06,Wheat Ridge,shot
2022,Texas,2022-01-05,Victoria,shot
2022,Arizona,2022-01-05,Prescott,shot
2022,South Carolina,2022-01-05,Florence County,shot
2022,North Carolina,2022-01-04,Bahama,shot
2022,Nevada,2022-01-10,Las Vegas,shot
2022,Pennsylvania,2022-01-04,Philadelphia,shot
2022,Arizona,2022-01-04,Paulden,shot
2022,Oregon,2022-01-04,Gresham,shot
2022,Arizona,2022-01-03,Mesa,shot
2022,Arizona,2022-01-03,Mesa,shot
2022,Idaho,2022-01-03,Murphy,shot
2022,California,2022-01-02,Wildomar,shot
2022,Ohio,2022-01-01,Canton,shot
2022,Louisiana,2022-01-01,Jonesboro,shot
2022,Washington,2022-01-09,Vancouver,shot
2022,California,2022-01-10,San Diego,shot
2022,California,2022-01-19,San Jose,shot
2022,Wyoming,2022-01-16,Gillette,shot
2022,Alabama,2022-01-19,Perdido,shot
2022,California,2022-01-18,Huntington Park,shot
2022,Illinois,2022-01-18,Wood River,shot
2022,California,2022-01-18,Hemet,shot
2022,Texas,2022-01-17,Harris County,shot
2022,Pennsylvania,2022-01-16,Harrisburg,shot
2022,Oklahoma,2022-01-16,Wagoner County,shot
2022,Washington,2022-01-16,Puyallup,shot
2022,South Carolina,2022-01-16,North Charleston,shot
2022,Virginia,2022-01-14,Woolwine,shot
2022,California,2022-01-10,Rancho Cucamonga,shot
2022,California,2022-01-13,Citrus Heights,shot
2022,California,2022-01-13,Fresno,shot
2022,Colorado,2022-01-12,Arvada,shot
2022,Arkansas,2022-01-12,Jonesboro,shot
2022,Iowa,2022-01-12,Sergeant Bluff,shot
2022,North Carolina,2022-01-12,Durham,shot
2022,California,2022-01-11,Riverside County,shot
2022,Illinois,2022-01-11,Port Barrington,shot
2022,North Carolina,2022-01-11,Raleigh,shot
2022,Arizona,2022-02-08,Mesa,shot
2022,Tennessee,2022-02-08,Roan Mountain,shot
2022,Florida,2022-02-09,Daytona Beach,shot
2022,New Mexico,2022-02-25,Belen,shot
2022,Florida,2022-03-01,Jacksonville,shot
2022,Pennsylvania,2022-03-01,South Connellsville,shot
2022,Pennsylvania,2022-03-01,Philadelphia,shot
2022,Maine,2022-02-28,Topsham,shot
2022,Nevada,2022-02-28,Wellington,shot
2022,Texas,2022-02-27,Houston,shot
2022,Idaho,2022-02-27,Shelley,shot
2022,Texas,2022-02-26,Beasley,shot
2022,Michigan,2022-02-25,Detroit,shot
2022,Washington,2022-02-24,Tacoma,shot
2022,Texas,2022-03-02,Houston,shot
2022,New Mexico,2022-02-24,Edgewood,shot
2022,Texas,2022-02-23,Houston,shot
2022,Louisiana,2022-02-23,Crowley,shot
2022,Alabama,2022-02-23,Birmingham,shot
2022,Nevada,2022-02-23,Reno,shot
2022,Georgia,2022-02-23,Macon,shot
2022,New Mexico,2022-02-23,Hobbs,shot
2022,Tennessee,2022-02-22,Maryville,shot
2022,Georgia,2022-02-22,Perry,shot
2022,Oklahoma,2022-03-02,Oklahoma City,shot
2022,Illinois,2022-03-02,Collinsville,shot
2022,California,2022-02-22,Stockton,shot
2022,Texas,2022-03-06,Austin,shot
2022,Missouri,2022-03-11,Independence,shot
2022,Texas,2022-03-09,Clear Lake Shores,shot
2022,Michigan,2022-03-09,Brown City,shot
2022,Georgia,2022-03-09,Acworth,shot
2022,Missouri,2022-03-08,Joplin,shot
2022,Florida,2022-03-08,Miami,shot
2022,Colorado,2022-03-07,Colorado Springs,shot
2022,Tennessee,2022-03-07,Jasper,shot
2022,Arizona,2022-03-06,Peoria,shot
2022,Virginia,2022-03-06,Richmond,shot
2022,Colorado,2022-03-03,Araphoe County,shot
2022,Washington,2022-03-05,Seattle,shot
2022,Alabama,2022-03-04,Hollywood,shot
2022,California,2022-03-03,Bellflower,shot
2022,California,2022-03-03,Anaheim,shot
2022,California,2022-03-03,Boron,shot
2022,Indiana,2022-03-03,Dunkirk,shot
2022,Oregon,2022-03-03,Tillamook County,shot
2022,Texas,2022-03-03,Midland,shot
2022,California,2022-03-03,San Diego,shot
2022,Colorado,2022-02-22,Pueblo West,shot
2022,Texas,2022-02-21,Boerne,shot
2022,Louisiana,2022-02-09,New Orleans,shot
2022,New York,2022-02-12,Buffalo,shot
2022,Texas,2022-02-15,Harris County,shot
2022,New Mexico,2022-02-14,Edgewood,shot
2022,Missouri,2022-02-14,Columbia,shot
2022,Alabama,2022-02-14,Oxford,shot
2022,North Carolina,2022-02-13,Concord,shot
2022,Nebraska,2022-02-13,Alvo,shot
2022,Tennessee,2022-02-13,Madisonville,shot
2022,Michigan,2022-02-12,Dearborn,shot
2022,Massachusetts,2022-02-12,Lexington,shot
2022,Colorado,2022-02-11,Aurora,shot
2022,California,2022-02-15,Lancaster,shot
2022,Washington,2022-02-11,Puyallup,shot
2022,Ohio,2022-02-11,Monroe,shot
2022,California,2022-02-10,Lake Forest,shot
2022,Michigan,2022-02-10,Ellis Township,shot
2022,Louisiana,2022-02-09,Lake Charles,shot
2022,Arkansas,2022-02-09,Jonesboro,shot
2022,North Carolina,2022-02-09,Stovall,shot
2022,California,2022-02-09,Oildale,shot
2022,Colorado,2022-02-09,Aurora,shot
2022,Montana,2022-02-15,Billings,shot
2022,Pennsylvania,2022-02-15,Philadelphia,shot
2022,Arkansas,2022-02-21,Rogers,shot
2022,Texas,2022-02-17,Odessa,shot
2022,Florida,2022-02-20,Margate,shot
2022,California,2022-02-19,Bakersfield,shot
2022,California,2022-02-19,San Diego,shot
2022,Florida,2022-02-19,Winter Park,shot
2022,Oregon,2022-02-19,Portland,shot
2022,Maryland,2022-02-19,Baltimore,shot
2022,Arizona,2022-02-19,Douglas,shot
2022,New Hampshire,2022-02-19,Walpole,shot
2022,Washington,2022-02-18,Chehalis,shot
2022,California,2022-02-17,Pleasanton,shot
2022,Texas,2022-02-15,Amarillo,shot
2022,Utah,2022-02-17,South Jordan,shot
2022,Alabama,2022-02-17,Dothan,shot
2022,Arizona,2022-02-17,Beaver Dam,shot
2022,Arizona,2022-02-17,Mesa,shot
2022,Washington,2022-02-16,Sedro-Woolley,shot
2022,Louisiana,2022-02-16,Marrero,shot
2022,Texas,2022-02-16,Harris County,shot
2022,New Jersey,2022-02-16,Plainsboro,shot
2022,Pennsylvania,2022-02-16,North Middleton,shot
2022,New Hampshire,2022-05-13,New Boston,shot
2022,California,2022-02-16,Azusa,shot
2022,Massachusetts,2022-05-14,Boston,shot
2022,California,2022-07-14,Modesto,shot
2022,Missouri,2022-08-07,Kansas City,shot
2022,Pennsylvania,2022-08-06,Rouseville,shot
2022,Florida,2022-08-06,Orlando,shot
2022,Alabama,2022-08-06,Lawrence County,shot
2022,Washington,2022-08-06,Yakima County,shot
2022,North Carolina,2022-08-05,Clemmons,shot
2022,Colorado,2022-08-05,Northglenn,shot
2022,Oregon,2022-08-04,Klamath Falls,shot
2022,Utah,2022-08-03,St. George,shot
2022,Washington,2022-08-03,Spokane,shot
2022,Georgia,2022-08-02,Buford,shot
2022,New Mexico,2022-08-02,Las Cruces,shot
2022,North Carolina,2022-08-01,Green Mountain,shot
2022,Kentucky,2022-08-01,Barbourville,shot
2022,North Dakota,2022-08-01,Mapleton,shot
2022,Georgia,2022-08-01,Gordon County,shot
2022,Alabama,2022-08-01,Elmore County,shot
2022,Texas,2022-07-31,Aransas Pass,shot
2022,Indiana,2022-07-31,Greenfield,shot
2022,Georgia,2022-07-30,Canton,shot
2022,Florida,2022-07-30,Port Richey,shot
2022,Minnesota,2022-08-07,Otsego,shot
2022,Texas,2022-08-08,Harris County,shot
2022,Arkansas,2022-08-08,Lawrence County,shot
2022,Florida,2022-08-15,Miami-Dade County,shot
2022,Ohio,2022-08-20,Monroe Township,shot
2022,Arizona,2022-08-20,Tucson,shot
2022,Alabama,2022-08-20,Bay Minette,shot
2022,North Carolina,2022-08-19,Charlotte,shot
2022,Florida,2022-08-18,Sarasota,shot
2022,Texas,2022-08-18,Harris County,shot
2022,California,2022-08-17,Los Angeles,shot
2022,Florida,2022-08-16,Miami Springs,shot
2022,Vermont,2022-08-15,Ludlow,shot
2022,Iowa,2022-08-14,Waterloo,shot
2022,South Dakota,2022-08-09,Sioux Falls,shot
2022,Wisconsin,2022-08-12,Appleton,shot
2022,Texas,2022-08-12,Richland Hills,shot
2022,Wyoming,2022-08-11,Ethete,shot
2022,California,2022-08-11,Victorville,shot
2022,South Carolina,2022-08-11,Eutawville,shot
2022,New Mexico,2022-08-11,Carlsbad,shot
2022,Ohio,2022-08-11,Clinton County,shot
2022,Pennsylvania,2022-08-10,Hazle Township,shot
2022,Florida,2022-08-10,Key Largo,shot
2022,Wyoming,2022-07-30,Crook County,shot
2022,California,2022-07-30,Pasadena,shot
2022,Ohio,2022-07-30,Lorain,shot
2022,Colorado,2022-07-19,Aurora,shot
2022,South Carolina,2022-07-22,Darlington County,shot
2022,California,2022-07-22,Moreno Valley,shot
2022,Georgia,2022-07-22,Loganville,shot
2022,New Mexico,2022-07-21,Albuquerque,shot
2022,Maryland,2022-07-20,Gaitherburg,shot
2022,North Carolina,2022-07-20,Gastonia,shot
2022,Mississippi,2022-07-20,Horn Lake,shot
2022,Florida,2022-07-20,Fort Myers,shot
2022,Vermont,2022-07-19,West Brattleboro,shot
2022,Arizona,2022-07-19,Phoenix,shot
2022,California,2022-07-22,Los Angeles,shot
2022,Ohio,2022-07-17,Hillsboro,shot
2022,Arizona,2022-07-17,Chandler,shot
2022,Texas,2022-07-17,Amarillo,shot
2022,California,2022-07-16,San Bernardino,shot
2022,South Carolina,2022-07-16,Georgetown,shot
2022,Colorado,2022-07-15,Denver,shot
2022,Maine,2022-07-15,Newport,shot
2022,Texas,2022-07-15,Vinton,shot
2022,California,2022-07-15,Anaheim,shot
2022,Illinois,2022-07-22,Bolingbrook,shot
2022,Missouri,2022-07-23,Douglas County,shot
2022,District of Columbia,2022-07-30,Washington,shot
2022,Illinois,2022-07-25,Fulton County,shot
2022,Florida,2022-07-30,Jacksonville,shot
2022,Minnesota,2022-07-30,Rochester,shot
2022,Indiana,2022-07-29,South Bend,shot
2022,California,2022-07-29,Sonoma County,shot
2022,Texas,2022-07-27,Dallas,shot
2022,Oregon,2022-07-27,Portland,shot
2022,California,2022-07-27,Los Angeles,shot
2022,South Dakota,2022-07-26,Rapid City,shot
2022,Virginia,2022-07-25,Strasburg,shot
2022,Mississippi,2022-07-25,Jackson,shot
2022,Ohio,2022-07-23,Madisonville,shot
2022,South Carolina,2022-07-25,Waterloo,shot
2022,Colorado,2022-07-24,Englewood,shot
2022,Florida,2022-07-24,Tampa,shot
2022,Oregon,2022-07-24,Portland,shot
2022,Arkansas,2022-07-24,Benton,shot
2022,Pennsylvania,2022-07-24,Monongahela,shot
2022,Texas,2022-07-23,Dallas,shot
2022,Florida,2022-07-23,North Lauderdale,shot
2022,Texas,2022-07-23,Houston,shot
2022,Ohio,2022-08-20,Monroe Township,shot
2022,North Carolina,2022-08-21,Greensboro,shot
2022,Washington,2022-08-21,Spokane,shot
2022,New York,2022-09-09,Wawarsing,shot
2022,Georgia,2022-09-12,Walton County,shot
2022,Florida,2022-09-12,St. Petersburg,shot
2022,Missouri,2022-09-11,St. Louis,shot
2022,Michigan,2022-09-11,Walled Lake,shot
2022,California,2022-09-11,Los Angeles,shot
2022,Texas,2022-09-11,Houston,shot
2022,Nevada,2022-09-10,Las Vegas,shot
2022,Washington,2022-09-10,Burien,shot
2022,Texas,2022-09-10,Houston,shot
2022,Oklahoma,2022-09-09,Elk City,shot
2022,New York,2022-09-12,Utica,shot
2022,North Carolina,2022-09-09,Hudson,shot
2022,Illinois,2022-09-08,Zion,shot
2022,Kentucky,2022-09-08,Louisville,shot
2022,Pennsylvania,2022-09-08,Middle Smithfield Township,shot
2022,Kentucky,2022-09-08,Lexington,shot
2022,Georgia,2022-09-07,Columbus,shot
2022,Tennessee,2022-09-07,Washington County,shot
2022,Missouri,2022-09-07,St. Louis,shot
2022,Alabama,2022-09-07,Springville,shot
2022,Georgia,2022-09-12,Mt. Airy,shot
2022,Wisconsin,2022-09-13,Milwaukee,shot
2022,Wisconsin,2022-09-06,Strongs Prairie,shot
2022,Texas,2022-09-17,Elgin,shot
2022,Ohio,2022-05-14,Windham Township,shot
2022,Washington,2022-09-22,Wapato,shot
2022,Florida,2022-09-21,Destin,shot
2022,North Carolina,2022-09-21,Ahoskie,shot
2022,New Mexico,2022-09-20,Bernalillo County,shot
2022,Oregon,2022-09-20,Josephine County,shot
2022,Maryland,2022-09-19,Riverdale Park,shot
2022,Oregon,2022-09-18,Adams,shot
2022,Texas,2022-09-18,San Antonio,shot
2022,California,2022-09-17,Fresno,shot
2022,South Carolina,2022-09-13,York County,shot
2022,California,2022-09-17,Los Angeles,shot
2022,Maryland,2022-09-17,Anne Arundel County,shot
2022,Arizona,2022-09-16,Kingman,shot
2022,Oklahoma,2022-09-16,Weatherford,shot
2022,Oklahoma,2022-09-15,Garfield County,shot
2022,Arizona,2022-09-14,Flagstaff,shot
2022,Tennessee,2022-09-14,Grundy County,shot
2022,Georgia,2022-09-14,Marietta,shot
2022,Wisconsin,2022-09-14,Rusk County,shot
2022,Arizona,2022-09-07,Flagstaff,shot
2022,Alaska,2022-09-05,Wasilla,shot
2022,Washington,2022-08-22,Olympia,shot
2022,West Virginia,2022-08-24,Nutter Fort,shot
2022,Washington,2022-08-28,Tacoma,shot
2022,New Mexico,2022-08-28,Albuquerque,shot
2022,Louisiana,2022-08-27,Red River Parish,shot
2022,California,2022-08-27,Sacramento,shot
2022,West Virginia,2022-08-27,Charleston,shot
2022,California,2022-08-26,Oakley,shot
2022,Virginia,2022-08-26,Blacksburg,shot
2022,Arizona,2022-08-25,Tucson,shot
2022,Illinois,2022-08-24,Waukegan,shot
2022,Oregon,2022-08-23,McMinnville,shot
2022,Florida,2022-08-28,Sarasota,shot
2022,Montana,2022-08-23,Pryor,shot
2022,Texas,2022-08-23,Splendora,shot
2022,Missouri,2022-08-23,Blue Springs,shot
2022,Louisiana,2022-08-23,Cut Off,shot
2022,California,2022-08-23,San Diego,shot
2022,Texas,2022-08-23,Harris County,shot
2022,Ohio,2022-08-22,Butler Township,shot
2022,Nevada,2022-08-22,Sparks,shot
2022,Mississippi,2022-08-22,Biloxi,shot
2022,Michigan,2022-08-28,Bangor Township,shot
2022,Texas,2022-08-28,Houston,shot
2022,Ohio,2022-09-05,Cleveland,shot
2022,Missouri,2022-09-02,Springfield,shot
2022,Colorado,2022-09-05,Thornton,shot
2022,Washington,2022-09-04,Federal Way,shot
2022,New Jersey,2022-09-03,Englewood,shot
2022,North Carolina,2022-09-03,Fayetteville,shot
2022,California,2022-09-03,Los Angeles,shot
2022,Washington,2022-09-03,Spokane,shot
2022,Wisconsin,2022-09-02,Milwaukee,shot
2022,Wyoming,2022-09-02,Casper,shot
2022,Georgia,2022-09-02,Milledgeville,shot
2022,Texas,2022-09-02,Houston,shot
2022,Texas,2022-08-28,Fort Worth,shot
2022,Virginia,2022-09-01,Woodbridge,shot
2022,Illinois,2022-09-01,Rockford,shot
2022,Pennsylvania,2022-09-01,Pittsburgh,shot
2022,North Carolina,2022-08-31,Concord,shot
2022,California,2022-08-31,Los Angeles,shot
2022,Nebraska,2022-08-31,Omaha,shot
2022,Ohio,2022-08-30,Columbus,shot
2022,Iowa,2022-08-30,Cedar Rapids,shot
2022,Virginia,2022-08-29,Albemarle County,shot
2022,Mississippi,2022-07-14,Hattiesburg,shot
2022,Texas,2022-09-01,Rockwall,shot
2022,Florida,2022-07-14,Hollywood,shot
2022,Georgia,2022-06-13,Lowndes County,shot
2022,New Jersey,2022-06-03,West New York,shot
2022,South Carolina,2022-06-03,Lexington County,shot
2022,Ohio,2022-06-02,Cleveland,shot
2022,Arizona,2022-06-02,Fort Apache Reservation,shot
2022,California,2022-06-02,San Bernardino,shot
2022,Texas,2022-06-02,Jourdanton,shot
2022,California,2022-06-02,Los Angeles,shot
2022,Texas,2022-06-01,Lubbock,shot
2022,Washington,2022-06-01,Kent,shot
