Year,State,date,city,manner_of_death
2019,Iowa,2019-12-10,Fort Madison,shot
2019,Louisiana,2019-12-09,St. Helena Parish,shot
2019,Oregon,2019-12-08,Portland,shot
2019,Florida,2019-12-07,Nokomis,shot
2019,Arkansas,2019-12-07,Fayetteville,shot
2019,Arkansas,2019-12-06,Bentonville,shot
2019,Colorado,2019-12-06,Westminster,shot
2019,California,2019-12-05,San Bernardino,shot
2019,Florida,2019-12-05,Miramar,shot
2019,Texas,2019-10-12,Fort Worth,shot
2019,Washington,2019-12-31,Federal Way,shot
2019,Arkansas,2019-10-11,Pine Bluff,shot
2019,Ohio,2019-08-04,Dayton,shot
2019,California,2019-08-09,Beaumont,shot
2019,Kentucky,2019-08-08,Leitchfield,shot
2019,Mississippi,2019-08-08,Moss Point,shot
2019,Texas,2019-08-07,Longview,shot
2019,Pennsylvania,2019-08-06,Shaler Township,shot
2019,Colorado,2019-08-05,Rifle,shot
2019,West Virginia,2019-08-05,Pocahontas County,shot
2019,New Jersey,2019-08-05,Irvington,shot
2019,Arkansas,2019-08-05,Lowell,shot
2019,California,2019-08-05,Bakersfield,shot
2019,Tennessee,2019-08-05,Memphis,shot
2019,Utah,2019-08-05,Salt Lake City,shot
2019,Alabama,2019-08-04,Hanceville,shot
2019,Georgia,2019-08-03,Loganville,shot
2019,California,2019-08-22,Westminster,shot
2019,Nevada,2019-08-03,Carson City,shot
2019,Florida,2019-08-03,Safety Harbor,shot
2019,Massachusetts,2019-08-03,Revere,shot
2019,Colorado,2019-08-03,Colorado Springs,shot
2019,Indiana,2019-08-02,Indianapolis,shot
2019,Minnesota,2019-08-02,Minneapolis,shot
2019,North Carolina,2019-08-02,Charlotte,shot
2019,Florida,2019-08-01,Tampa,shot
2019,Kentucky,2019-08-01,Jackson County,shot
2019,West Virginia,2019-08-01,Charleston,shot
2019,Texas,2019-08-01,Arlington,shot
2019,Pennsylvania,2019-08-01,Allentown,shot
2019,California,2019-08-01,Los Angeles,shot
2019,Texas,2019-08-09,Garland,shot
2019,Missouri,2019-08-09,Kansas City,shot
2019,Vermont,2019-08-09,Montpelier,shot
2019,Tennessee,2019-08-10,Bradley County,shot
2019,Illinois,2019-08-21,North Aurora,shot
2019,California,2019-08-21,Stanton,shot
2019,Kentucky,2019-08-21,Nicholasville,shot
2019,Texas,2019-08-21,Fort Worth,shot
2019,California,2019-08-19,Fullerton,shot
2019,California,2019-08-19,Los Angeles,shot
2019,Nevada,2019-08-19,Las Vegas,shot
2019,Wisconsin,2019-08-18,Caledonia,shot
2019,California,2019-08-18,Los Angeles,shot
2019,Texas,2019-08-17,Dallas,shot
2019,Indiana,2019-08-17,Springville,shot
2019,Virginia,2019-08-17,Newport News,shot
2019,Indiana,2019-08-17,Gary,shot
2019,Washington,2019-08-16,Spokane Valley,shot
2019,Utah,2019-08-16,Ogden,shot
2019,Colorado,2019-08-15,Denver,shot
2019,Arkansas,2019-08-14,Formosa,shot
2019,South Carolina,2019-08-14,Belton,shot
2019,North Carolina,2019-08-13,Ramseur,shot
2019,Kansas,2019-08-13,Kansas City,shot
2019,Kentucky,2019-08-13,Louisville,shot
2019,Tennessee,2019-08-13,Clinton,shot
2019,Missouri,2019-08-13,Joplin,shot
2019,Kansas,2019-08-12,Chetopa,shot
2019,California,2019-08-12,Riverside,shot
2019,Texas,2019-08-11,Fort Worth,shot
2019,Georgia,2019-08-10,Augusta,shot
2019,Texas,2019-07-31,Austin,shot and Tasered
2019,Tennessee,2019-07-31,Chattanooga,shot
2019,Ohio,2019-07-31,Cincinnati,shot
2019,Texas,2019-07-16,Lake Jackson,shot
2019,Indiana,2019-07-16,Memphis,shot
2019,California,2019-07-16,Chino Hills,shot
2019,Utah,2019-07-15,Salt Lake City,shot
2019,Maryland,2019-07-15,Baltimore,shot
2019,Texas,2019-07-14,Dallas,shot
2019,Pennsylvania,2019-07-14,Penn Hills,shot
2019,Florida,2019-07-14,Hollywood,shot
2019,New Jersey,2019-07-13,Orange,shot
2019,Florida,2019-07-13,Coleman,shot
2019,Washington,2019-07-13,Kirkland,shot
2019,Washington,2019-07-13,Tacoma,shot
2019,Wisconsin,2019-07-11,Arpin,shot
2019,Florida,2019-07-11,Jacksonville,shot
2019,Kansas,2019-07-10,Kansas City,shot
2019,California,2019-07-10,Adelanto,shot
2019,California,2019-07-09,Rancho Mirage,shot and Tasered
2019,California,2019-07-09,Citrus Heights,shot
2019,North Carolina,2019-07-09,Greenville,shot
2019,California,2019-07-09,Bakersfield,shot
2019,Ohio,2019-07-08,Brooklyn,shot
2019,New Mexico,2019-07-07,Tularosa,shot
2019,Virginia,2019-07-07,Timberville,shot
2019,Florida,2019-07-07,Pensacola,shot
2019,Arkansas,2019-07-07,Jacksonville,shot
2019,Maryland,2019-07-06,Rosedale,shot
2019,California,2019-07-05,Oak View,shot
2019,Arizona,2019-10-11,Tucson,shot
2019,Georgia,2019-07-16,Porterdale,shot
2019,Texas,2019-07-16,Lake Jackson,shot
2019,Iowa,2019-07-31,Council Bluffs,shot
2019,California,2019-07-17,Modesto,shot
2019,Texas,2019-07-31,San Antonio,shot
2019,Utah,2019-07-31,Roy,shot
2019,Oregon,2019-07-30,Portland,shot
2019,Texas,2019-07-29,Houston,shot
2019,Pennsylvania,2019-07-28,Stroudsburg,shot
2019,Florida,2019-07-28,Boyton Beach,shot
2019,Texas,2019-07-27,Dallas,shot
2019,South Carolina,2019-07-26,Sun City,shot
2019,Pennsylvania,2019-07-26,Three Springs,shot
2019,Connecticut,2019-07-26,Hartford,shot
2019,Louisiana,2019-07-25,Port Allen,shot
2019,Colorado,2019-07-23,Colorado Springs,shot
2019,Pennsylvania,2019-07-23,Ross Township,shot
2019,New Jersey,2019-07-23,Asbury Park,shot
2019,Alabama,2019-07-22,Ranburne,shot
2019,Mississippi,2019-07-22,Wesson,shot
2019,Washington,2019-07-21,Tacoma,shot
2019,New Mexico,2019-07-21,Albuquerque,shot
2019,Texas,2019-07-19,League City,shot
2019,New Jersey,2019-07-19,Pemberton,shot
2019,Texas,2019-07-18,Fort Worth,shot
2019,Louisiana,2019-07-18,Metairie,shot
2019,Colorado,2019-07-18,Pueblo,shot
2019,Arkansas,2019-07-18,Stone County,shot
2019,Oregon,2019-07-18,Medford,shot
2019,Alabama,2019-07-17,Birmingham,shot
2019,Oklahoma,2019-07-17,McAlester,shot
2019,New Mexico,2019-08-22,Albuquerque,shot
2019,Florida,2019-07-05,Ruskin,shot
2019,Ohio,2019-08-22,Dayton,shot
2019,Oklahoma,2019-09-21,Ada,shot
2019,South Carolina,2019-09-26,Lexington County,shot
2019,Georgia,2019-08-22,Glennville,shot
2019,Maryland,2019-09-26,Hyattsville,shot
2019,Louisiana,2019-09-25,Lacombe,shot and Tasered
2019,South Carolina,2019-09-25,Hartsville,shot
2019,North Carolina,2019-09-24,Sanford,shot
2019,North Carolina,2019-09-24,Richlands,shot
2019,West Virginia,2019-09-24,Huntington,shot
2019,Arkansas,2019-09-23,Lowell,shot
2019,Georgia,2019-09-23,Floyd County,shot
2019,California,2019-09-23,Los Angeles,shot
2019,Texas,2019-09-22,Austin,shot
2019,Wyoming,2019-09-21,Riverton,shot
2019,Colorado,2019-09-20,Lakewood,shot
2019,Texas,2019-09-15,Katy,shot
2019,Georgia,2019-09-20,Gainesville,shot
2019,California,2019-09-19,Long Beach,shot
2019,Pennsylvania,2019-09-18,Wilkinsburg,shot and Tasered
2019,Tennessee,2019-09-18,Memphis,shot
2019,Florida,2019-09-18,Tallahassee,shot
2019,Oregon,2019-09-18,Salem,shot
2019,New York,2019-09-17,New York,shot and Tasered
2019,New York,2019-09-17,Oceanside,shot
2019,Florida,2019-09-17,Milton,shot
2019,Virginia,2019-09-17,Richmond,shot
2019,Texas,2019-09-16,Houston,shot
2019,Texas,2019-09-16,Sanger,shot
2019,Tennessee,2019-09-16,Elizabethon,shot
2019,California,2019-09-26,La Habra,shot
2019,Texas,2019-09-26,Dallas,shot
2019,Maryland,2019-09-28,Baltimore,shot
2019,Massachusetts,2019-09-28,Boston,shot
2019,California,2019-10-10,Los Angeles,shot
2019,New Mexico,2019-10-10,Farmington,shot
2019,Oklahoma,2019-10-09,Oklahoma City,shot
2019,Utah,2019-10-08,Layton,shot
2019,Nebraska,2019-10-08,Lincoln,shot
2019,Texas,2019-10-08,Beaumont,shot
2019,Oklahoma,2019-10-07,Tahlequah,shot
2019,Texas,2019-10-07,Kountze,shot
2019,California,2019-10-06,Sacramento,shot
2019,California,2019-10-06,Los Angeles,shot
2019,Missouri,2019-10-06,Maryland Heights,shot
2019,California,2019-10-06,Herald,shot
2019,Texas,2019-10-05,Carrollton,shot
2019,Florida,2019-10-04,Jacksonville,shot
2019,Oklahoma,2019-10-03,Oklahoma City,shot
2019,Georgia,2019-10-03,Grovetown,shot
2019,Vermont,2019-10-01,Rutland,shot
2019,Illinois,2019-10-01,Bridgeview,shot
2019,Kentucky,2019-10-01,Elkton,shot
2019,West Virginia,2019-10-01,Drennen,shot
2019,Georgia,2019-09-30,Gainesville,shot and Tasered
2019,California,2019-09-30,Yucca Valley,shot
2019,Texas,2019-09-29,Longview,shot and Tasered
2019,Missouri,2019-09-29,Cotter,shot
2019,New York,2019-09-29,New York,shot
2019,Florida,2019-09-29,Miami,shot
2019,Colorado,2019-09-29,Monument,shot
2019,District of Columbia,2019-09-16,Washington,shot
2019,Tennessee,2019-09-19,Soddy Daisy,shot
2019,Minnesota,2019-09-15,St. Paul,shot
2019,New York,2019-08-30,New York,shot
2019,Texas,2019-09-02,Kerrville,shot
2019,Montana,2019-09-02,Missoula,shot
2019,New York,2019-09-02,New York,shot
2019,Idaho,2019-09-01,Caldwell,shot
2019,Oklahoma,2019-09-01,Sand Springs,shot
2019,Colorado,2019-08-31,Denver,shot
2019,Texas,2019-08-31,Odessa,shot
2019,Mississippi,2019-08-31,Florence,shot
2019,Minnesota,2019-08-31,Brooklyn Center,shot
2019,North Carolina,2019-08-31,Wake County,shot
2019,Missouri,2019-08-31,St. Louis,shot
2019,Oklahoma,2019-09-15,Oklahoma City,shot
2019,Arizona,2019-08-30,Tolleson,shot
2019,New York,2019-08-30,Jamaica,shot
2019,Tennessee,2019-09-03,Bluff City,shot
2019,New Mexico,2019-08-29,Carlsbad,shot
2019,Kansas,2019-08-28,Salina,shot
2019,Maryland,2019-08-28,Baltimore,shot
2019,Alabama,2019-08-28,Gordo,shot
2019,Louisiana,2019-08-27,Baton Rouge,shot
2019,California,2019-08-27,Stockton,shot
2019,Arkansas,2019-08-27,Helena,shot
2019,Alaska,2019-08-26,Anchorage,shot
2019,Tennessee,2019-08-26,Knoxville,shot
2019,California,2019-08-24,El Cerrito,shot
2019,Oregon,2019-08-23,Cottage Grove,shot
2019,Utah,2019-08-23,West Valley City,shot
2019,New Mexico,2019-08-22,Hobbs,shot
2019,Nevada,2019-09-02,Silver Springs,shot
2019,Delaware,2019-08-30,Wilmington,shot
2019,Wisconsin,2019-09-03,Kaukauna,shot
2019,Arizona,2019-09-09,Phoenix,shot
2019,Ohio,2019-09-03,Van Wert,shot
2019,Texas,2019-09-14,Plainview,shot
2019,Louisiana,2019-09-14,Baton Rouge,shot
2019,Texas,2019-09-14,Arlington,shot
2019,Texas,2019-09-13,Bracketville,shot
2019,Wisconsin,2019-09-13,Loyal,shot
2019,California,2019-09-12,Santa Clarita,shot
2019,Missouri,2019-09-12,Independence,shot
2019,Texas,2019-09-12,Houston,shot
2019,Ohio,2019-09-11,Columbus,shot
2019,Iowa,2019-09-11,Burlington,shot
2019,Utah,2019-09-10,Wellington,shot
2019,Tennessee,2019-09-14,Ooltewah,shot
2019,Washington,2019-09-09,Aberdeen,shot
2019,Connecticut,2019-09-05,East Hartford,shot
2019,Oklahoma,2019-09-09,Oklahoma City,shot
2019,California,2019-09-04,Victorville,shot
2019,Idaho,2019-09-04,Rigby,shot
2019,Missouri,2019-09-05,St. Louis,shot
2019,Georgia,2019-09-05,LaGrange,shot
2019,Idaho,2019-09-04,Coeur d'Alene,shot
2019,California,2019-09-06,Glendora,shot
2019,Texas,2019-09-07,Nacogdoches,shot
2019,Washington,2019-09-08,Longview,shot
2019,Washington,2019-09-08,Tacoma,shot
2019,Minnesota,2019-09-07,Richfield,shot
2018,Minnesota,2018-04-12,Lake Elmo,shot
2018,New York,2018-04-11,Pembroke,shot
2018,North Carolina,2018-04-11,Sparta,shot
2018,Louisiana,2018-04-11,Winn Parish,shot
2018,Georgia,2018-04-12,Atlanta,shot
2018,Arizona,2018-04-14,Phoenix,shot
2018,Colorado,2018-04-12,Trinidad,shot
2018,Arkansas,2018-04-12,Helena-West Helena,shot
2018,Pennsylvania,2018-04-12,Washington,shot
2018,Texas,2018-04-13,Waco,shot
2018,Colorado,2018-04-13,Thornton,shot
2018,New Jersey,2018-04-14,Millville,shot
2018,Louisiana,2018-04-11,Winn Parish,shot
2018,California,2018-04-11,Gardena,shot
2018,Michigan,2018-04-09,Troy,shot and Tasered
2018,Michigan,2018-04-10,Royal Oak,shot
2018,California,2018-04-10,Baldwin Hills,shot
2018,Arizona,2018-04-10,Tucson,shot
2018,Montana,2018-04-10,Billings,shot
2018,Montana,2018-04-09,Billings,shot and Tasered
2018,Oklahoma,2018-04-09,Oaks,shot
2018,California,2018-04-09,Reseda,shot
2018,Kentucky,2018-04-08,Louisville,shot
2018,Utah,2018-04-08,West Valley City,shot
2018,Virginia,2018-04-08,Danville,shot
2018,California,2018-04-08,Cathedral City,shot
2018,California,2018-04-07,Oroville,shot
2018,Arizona,2018-04-14,Phoenix,shot
2018,Georgia,2018-04-14,Carrollton,shot
2018,California,2018-04-26,Palermo,shot
2018,California,2018-04-14,Anaheim,shot
2018,Montana,2018-04-15,Lodge Grass,shot
2018,Nevada,2018-04-06,Las Vegas,shot
2018,Texas,2018-04-26,Vernon,shot
2018,Texas,2018-04-25,Grand Prairie,shot
2018,Arizona,2018-04-25,Grand Canyon Caverns,shot
2018,Colorado,2018-04-25,Denver,shot
2018,Kentucky,2018-04-25,Louisville,shot
2018,Colorado,2018-04-25,Colorado Springs,shot
2018,Texas,2018-04-24,Amarillo,shot
2018,Texas,2018-04-24,Harmony,shot
2018,Kentucky,2018-04-24,Louisville,shot
2018,Texas,2018-04-24,San Antonio,shot
2018,Kentucky,2018-04-22,Louisville,shot
2018,Michigan,2018-04-22,West Olive,shot
2018,Tennessee,2018-04-21,Memphis,shot
2018,Iowa,2018-04-21,Boone,shot
2018,Illinois,2018-04-20,Mackinaw,shot
2018,Florida,2018-04-20,Orlando,shot
2018,California,2018-04-20,Foresthill,shot
2018,Michigan,2018-04-18,Pavilion Township,shot
2018,Utah,2018-04-18,Sugar House,shot
2018,Florida,2018-04-18,Fort Lauderdale,shot
2018,Missouri,2018-04-18,Greene County,shot
2018,Georgia,2018-04-18,Douglasville,shot
2018,Kentucky,2018-04-17,Cumberland County,shot
2018,Oklahoma,2018-04-17,Tishomingo,shot
2018,Georgia,2018-04-17,Austell,shot
2018,Utah,2018-04-17,Magna,shot
2018,Oregon,2018-04-07,Portland,shot
2018,Illinois,2018-03-22,Aurora,shot
2018,Washington,2018-04-06,Federal Way,shot
2018,Tennessee,2018-03-29,Clarksville,shot
2018,Texas,2018-03-29,Pasadena,shot
2018,Arizona,2018-03-28,Surprise,shot
2018,South Carolina,2018-03-28,Swansea,shot
2018,Alabama,2018-03-28,Sylacauga,shot
2018,Kentucky,2018-03-28,Elizabethtown,shot
2018,Pennsylvania,2018-03-28,Lower Macungie Township,shot
2018,Oklahoma,2018-03-28,Stillwater,shot
2018,Arizona,2018-03-27,Phoenix,shot
2018,Alabama,2018-03-27,Montgomery,shot
2018,Idaho,2018-03-27,Nampa,shot
2018,Florida,2018-03-27,Midway,shot
2018,North Carolina,2018-03-27,Sanford,shot
2018,Virginia,2018-03-26,Wise County,shot
2018,Texas,2018-03-25,Austin,shot
2018,Ohio,2018-03-24,Columbus,shot
2018,Alaska,2018-03-24,Anchorage,shot
2018,Alaska,2018-03-24,Nikolaevsk,shot
2018,Arizona,2018-03-23,Phoenix,shot and Tasered
2018,Arizona,2018-03-23,Scottsdale,shot
2018,Arizona,2018-03-23,Douglas,shot
2018,Michigan,2018-03-23,Genesee Township,shot
2018,Florida,2018-03-23,Largo,shot
2018,Texas,2018-03-23,Childress,shot
2018,Louisiana,2018-03-23,Bogalusa,shot
2018,Texas,2018-03-23,Abilene,shot
2018,Texas,2018-03-22,Greenspoint,shot
2018,Texas,2018-03-21,Littlefield,shot
2018,West Virginia,2018-03-29,Charleston,shot
2018,Nevada,2018-03-29,Las Vegas,shot and Tasered
2018,Arkansas,2018-04-06,Searcy County,shot
2018,North Carolina,2018-03-30,Winston-Salem,shot
2018,California,2018-04-06,Marysville,shot
2018,Indiana,2018-04-05,South Bend,shot
2018,West Virginia,2018-04-05,Reynoldsville,shot
2018,California,2018-04-05,Fremont,shot
2018,California,2018-04-05,Barstow,shot
2018,Indiana,2018-04-05,South Bend,shot
2018,Pennsylvania,2018-04-05,Volant,shot
2018,New York,2018-04-05,Greece,shot
2018,Arizona,2018-04-04,Mesa,shot
2018,Arizona,2018-04-04,Phoenix,shot
2018,Georgia,2018-04-04,Molena,shot
2018,New York,2018-04-04,New York,shot
2018,Texas,2018-04-04,Corpus Christi,shot
2018,Oklahoma,2018-04-04,Okmulgee,shot
2018,Alabama,2018-04-03,Huntsville,shot
2018,Arizona,2018-04-01,Phoenix,shot
2018,Missouri,2018-04-01,Belton,shot
2018,Texas,2018-04-01,Brownsville,shot
2018,Michigan,2018-04-01,Jackson,shot
2018,North Carolina,2018-04-01,Greenville,shot
2018,Florida,2018-04-01,Tampa,shot
2018,Louisiana,2018-04-01,Goodbee,shot
2018,Louisiana,2018-04-01,New Llano,shot
2018,Texas,2018-04-01,San Antonio,shot
2018,Nevada,2018-03-31,Reno,shot
2018,Oklahoma,2018-03-31,Guthrie,shot
2018,California,2018-03-30,Atwater,shot
2018,Michigan,2018-04-26,Shelby Township,shot
2018,Florida,2018-05-15,Lake Mary,shot
2018,Georgia,2018-04-28,Johns Creek,shot
2018,Idaho,2018-05-25,Hammett,shot
2018,North Carolina,2018-05-31,Thomasville,shot
2018,California,2018-05-31,Fullerton,shot
2018,Florida,2018-05-30,Florida City,shot
2018,California,2018-05-30,Los Angeles,shot
2018,Utah,2018-05-29,Cottonwood Heights,shot
2018,California,2018-05-29,Riverbank,shot
2018,Arizona,2018-05-29,Phoenix,shot
2018,Utah,2018-05-28,West Jordan,shot
2018,Missouri,2018-05-27,Everton,shot
2018,Colorado,2018-05-27,Grand Junction,shot
2018,California,2018-05-27,San Diego,shot
2018,Texas,2018-05-26,Silsbee,shot
2018,Colorado,2018-05-25,Fort Morgan,shot
2018,Texas,2018-05-25,Dumas,shot
2018,Colorado,2018-04-28,Northglenn,shot
2018,Ohio,2018-05-24,Cleveland,shot
2018,Florida,2018-05-24,Citra,shot
2018,Texas,2018-05-23,Rio Bravo,shot
2018,Wisconsin,2018-05-23,Fox Crossing,shot
2018,Illinois,2018-05-23,Gurnee,shot
2018,Texas,2018-05-22,Mathis,shot
2018,Arkansas,2018-05-21,West Memphis,shot
2018,California,2018-05-21,Joshua Tree,shot
2018,Kentucky,2018-05-20,Baxter,shot
2018,Colorado,2018-05-19,Pueblo,shot
2018,Ohio,2018-05-19,Columbus,shot
2018,Nevada,2018-05-19,Sunridge,shot
2018,Oregon,2018-05-18,Gresham,shot
2018,Florida,2018-06-01,Dundee,shot
2018,Hawaii,2018-06-01,Honolulu,shot
2018,California,2018-06-01,Torrance,shot
2018,Illinois,2018-06-02,Chicago,shot
2018,New Jersey,2018-06-12,Hardwick,shot
2018,Florida,2018-03-21,Amelia Island,shot
2018,Georgia,2018-06-12,Monroe,shot
2018,District of Columbia,2018-06-12,Washington,shot
2018,Arizona,2018-06-12,Phoenix,shot
2018,Illinois,2018-06-12,Danville,shot
2018,California,2018-06-11,Whittier,shot
2018,Maryland,2018-06-11,Silver Spring,shot
2018,Colorado,2018-06-10,Westminister,shot
2018,Texas,2018-06-09,Temple,shot
2018,New Jersey,2018-06-09,Deptford,shot
2018,New Jersey,2018-06-08,Hardwick,shot
2018,Mississippi,2018-06-08,Madison County,shot
2018,Washington,2018-06-07,Benton City,shot
2018,Indiana,2018-06-07,Gary,shot
2018,Texas,2018-06-07,Austin,shot
2018,New Mexico,2018-06-07,Albuquerque,shot
2018,Ohio,2018-06-06,Delaware,shot
2018,Georgia,2018-06-06,LaGrange,shot
2018,New York,2018-06-06,Merrick,shot
2018,Illinois,2018-06-06,Chicago,shot
2018,North Carolina,2018-06-05,Wilmington,shot
2018,Texas,2018-06-05,Pearland,shot
2018,Missouri,2018-06-04,Springfield,shot
2018,California,2018-06-03,Jurupa Valley,shot
2018,California,2018-06-03,Mecca,shot
2018,Oklahoma,2018-06-03,Chickasha,shot
2018,Texas,2018-05-18,Laredo,shot
2018,Michigan,2018-05-18,Plymouth Township,shot
2018,Oklahoma,2018-05-17,Norman,shot
2018,Florida,2018-05-07,Orlando,shot
2018,Georgia,2018-05-06,East Point,shot
2018,Oklahoma,2018-05-06,Prague,shot
2018,Ohio,2018-05-06,Fairview,shot
2018,Missouri,2018-05-05,Aurora,shot
2018,Texas,2018-05-05,Bexar County,shot
2018,Arizona,2018-05-05,Scottsdale,shot
2018,Ohio,2018-05-05,Kettering,shot
2018,Maine,2018-05-04,Oakfield,shot
2018,Indiana,2018-05-04,Terre Haute,shot
2018,Texas,2018-05-03,Sandia,shot
2018,California,2018-05-03,Orosi,shot
2018,Georgia,2018-05-02,Columbus,shot
2018,Texas,2018-05-02,Dallas,shot
2018,Kansas,2018-05-02,Kansas City,shot
2018,North Carolina,2018-05-02,Liberty,shot
2018,South Dakota,2018-05-02,Box Elder,shot
2018,Texas,2018-05-01,League City,shot
2018,Arizona,2018-05-01,Quartzsite,shot
2018,Texas,2018-05-01,San Antonio,shot
2018,Ohio,2018-04-30,Columbus,shot and Tasered
2018,Ohio,2018-04-30,Columbus,shot
2018,Iowa,2018-04-29,Moorland,shot
2018,North Carolina,2018-04-29,Franklin,shot
2018,California,2018-04-29,Redlands,shot
2018,Louisiana,2018-04-29,Shreveport,shot
2018,Florida,2018-04-28,Casselberry,shot
2018,California,2018-04-28,Elk Grove,shot
2018,Wyoming,2018-05-06,Casper,shot
2018,Oklahoma,2018-05-07,Tulsa,shot
2018,Ohio,2018-05-16,Martins Ferry,shot
2018,Georgia,2018-05-07,Floyd County,shot
2018,Virginia,2018-05-14,Richmond,shot and Tasered
2018,Texas,2018-05-14,San Antonio,shot
2018,Illinois,2018-05-14,Quincy,shot
2018,Maine,2018-05-14,Wales,shot
2018,Michigan,2018-05-14,Royal Oak,shot
2018,Maryland,2018-05-14,Clinton,shot
2018,Michigan,2018-05-13,Dearborn Heights,shot
2018,Georgia,2018-05-13,Carnesville,shot
2018,Louisiana,2018-05-13,Amite,shot
2018,Virginia,2018-05-13,Portsmouth,shot
2018,Ohio,2018-05-12,Columbus,shot
2018,Idaho,2018-05-11,Blackfoot,shot
2018,Oklahoma,2018-05-11,Talihina,shot
2018,Indiana,2018-05-11,Evansville,shot
2018,Louisiana,2018-05-11,Haughton,shot
2018,Wisconsin,2018-05-11,Clark County,shot
2018,Wisconsin,2018-05-11,York,shot
2018,Pennsylvania,2018-05-10,Lower Burrell,shot
2018,Tennessee,2018-05-10,Morristown,shot
2018,Mississippi,2018-05-09,Jackson,shot
2018,Colorado,2018-05-08,Greeley,shot
2018,Virginia,2018-05-08,Glade Spring,shot
2018,Arizona,2018-05-08,Tucson,shot
2018,Pennsylvania,2018-05-08,Lancaster,shot
2018,Arkansas,2018-05-07,Hackett,shot
2018,Arizona,2018-05-07,Yuma,shot
2018,Wisconsin,2018-05-07,Appleton,shot
2018,California,2018-03-21,San Francisco,shot
2018,Arizona,2018-02-09,Flagstaff,shot
2018,Oklahoma,2018-03-21,Mannford,shot
2018,Georgia,2018-01-28,Chamblee,shot
2018,Kentucky,2018-01-28,London,shot
2018,Texas,2018-01-27,San Antonio,shot
2018,Mississippi,2018-01-27,Jackson,shot
2018,Indiana,2018-01-27,Walton,shot
2018,Illinois,2018-01-26,Alton,shot
2018,Illinois,2018-01-26,Rock Falls,shot
2018,Nevada,2018-01-26,Las Vegas,shot
2018,Georgia,2018-01-25,Buford,shot
2018,Texas,2018-01-25,San Antonio,shot
2018,Texas,2018-01-25,Houston,shot
2018,Maryland,2018-01-25,Little Orleans,shot
2018,Michigan,2018-01-24,Union Township,shot
2018,Nevada,2018-01-24,Sparks,shot
2018,Idaho,2018-01-23,Idaho Falls,shot
2018,Florida,2018-01-23,Bradenton,shot
2018,Texas,2018-01-23,League City,shot
2018,Georgia,2018-01-23,Chatham County,shot
2018,California,2018-01-22,Crescent City,shot
2018,Oklahoma,2018-01-22,Tulsa,shot
2018,Colorado,2018-01-22,Pueblo,shot
2018,New Jersey,2018-01-22,Millville,shot
2018,Oklahoma,2018-01-22,Sallisaw,shot
2018,Texas,2018-01-22,Irving,shot
2018,Michigan,2018-01-22,Battle Creek,shot
2018,Washington,2018-01-21,Ebey Island,shot
2018,Florida,2018-01-21,Rockledge,shot
2018,Kansas,2018-01-20,Overland Park,shot
2018,Maryland,2018-01-28,Baltimore,shot
2018,Texas,2018-01-28,Conroe,shot
2018,Florida,2018-01-20,Lake Wales,shot
2018,New York,2018-01-29,Bronx,shot
2018,California,2018-02-08,Antioch,shot
2018,Florida,2018-02-07,Lantana,shot and Tasered
2018,California,2018-02-06,Los Angeles,shot
2018,California,2018-02-06,Laguna Woods,shot
2018,Colorado,2018-02-06,Denver,shot
2018,Florida,2018-02-06,St. Augustine,shot
2018,Colorado,2018-02-05,Colorado Springs,shot
2018,California,2018-02-05,Nice,shot
2018,California,2018-02-04,Los Angeles,shot
2018,Mississippi,2018-02-03,Gulfport,shot
2018,Massachusetts,2018-02-03,Reading,shot
2018,Georgia,2018-02-03,Atlanta,shot
2018,Texas,2018-02-02,Winters,shot
2018,North Carolina,2018-02-02,Charlotte,shot
2018,Kentucky,2018-02-01,Louisville,shot
2018,Montana,2018-02-01,Helena,shot
2018,Georgia,2018-02-01,Clayton,shot
2018,Kentucky,2018-02-01,Louisville,shot
2018,Texas,2018-02-01,Houston,shot
2018,Oklahoma,2018-02-01,Oklahoma City,shot
2018,Illinois,2018-02-01,Peoria,shot
2018,Pennsylvania,2018-02-01,Harrisburg,shot
2018,Ohio,2018-02-01,Waverly,shot
2018,Colorado,2018-01-31,Arvada,shot
2018,Minnesota,2018-01-31,St. James,shot
2018,Oklahoma,2018-01-30,Pink,shot
2018,Texas,2018-01-29,Harris County,shot
2018,Texas,2018-01-20,Longview,shot
2018,Georgia,2018-01-20,Dunwoody,shot
2018,Georgia,2018-02-09,Locust Grove,shot
2018,Missouri,2018-01-08,Kansas City,shot
2018,Tennessee,2018-01-08,Church Hill,shot
2018,Mississippi,2018-01-08,Horn Lake,shot
2018,Arizona,2018-01-07,Sedona,shot and Tasered
2018,Washington,2018-01-07,Tacoma,shot
2018,Virginia,2018-01-07,Danville,shot
2018,California,2018-01-07,Santa Maria,shot
2018,Florida,2018-01-07,Lauderhill,shot
2018,New Mexico,2018-01-06,Los Lunas,shot and Tasered
2018,Alabama,2018-01-06,Birmingham,shot
2018,Pennsylvania,2018-01-06,Manchester Township,shot
2018,Florida,2018-01-06,San Carlos Park,shot
2018,Wisconsin,2018-01-06,Sparta,shot
2018,Texas,2018-01-06,Round Rock,shot
2018,Oklahoma,2018-01-06,McLoud,shot
2018,Arkansas,2018-01-06,Little Rock,shot
2018,New Mexico,2018-01-06,Albuquerque,shot
2018,California,2018-01-05,Long Beach,shot
2018,Ohio,2018-01-05,Whitehall,shot
