Year,Date,State,City_Or_County,Killed,Injured
2019,18-Sep-19,California,Wilmington,2,2
2019,16-Sep-19,Wyoming,Cheyenne,2,2
2019,14-Sep-19,Missouri,Saint Louis,1,3
2019,14-Sep-19,California,Oakland,1,4
2019,14-Sep-19,Georgia,Lagrange,0,4
2019,12-Sep-19,New Mexico,Albuquerque,1,4
2019,12-Sep-19,New Mexico,Albuquerque,4,2
2019,10-Sep-19,Illinois,Chicago,0,4
2019,8-Sep-19,South Carolina,Sumter,2,2
2019,8-Sep-19,Louisiana,Alexandria,1,3
2019,7-Sep-19,North Carolina,Whiteville,3,1
2019,4-Sep-19,Florida,Jacksonville,0,4
2019,4-Sep-19,Louisiana,Marrero,2,2
2019,2-Sep-19,Alabama,Elkmont,5,0
2019,2-Sep-19,North Carolina,Greensboro,2,2
2019,2-Sep-19,Illinois,Chicago,0,4
2019,1-Sep-19,Connecticut,Hartford,1,3
2019,1-Sep-19,North Carolina,Rocky Mount,0,4
2019,1-Sep-19,Alabama,Valley,0,7
2019,1-Sep-19,Ohio,Toledo,0,4
2019,31-Aug-19,North Carolina,Charlotte,1,3
2019,31-Aug-19,South Carolina,Moncks Corner,0,4
2019,31-Aug-19,Texas,Odessa,8,23
2019,31-Aug-19,Pennsylvania,Philadelphia,2,2
2019,31-Aug-19,Maryland,Baltimore,0,4
2019,31-Aug-19,Maryland,Frederick,0,4
2019,31-Aug-19,Illinois,Chicago,2,3
2019,30-Aug-19,Maryland,Baltimore,1,3
2019,30-Aug-19,Alabama,Mobile,0,9
2019,29-Aug-19,Maryland,Baltimore,1,3
2019,25-Aug-19,New Mexico,Hobbs,3,4
2019,25-Aug-19,Illinois,Chicago,1,3
2019,24-Aug-19,Maryland,Temple Hills (Camp Springs),0,7
2019,24-Aug-19,Massachusetts,Lynn,1,3
2019,23-Aug-19,Texas,Houston,3,2
2019,23-Aug-19,Georgia,Dublin,0,4
2019,23-Aug-19,Missouri,Saint Louis,1,3
2019,22-Aug-19,South Carolina,Columbia,2,2
2019,22-Aug-19,California,Los Angeles,0,4
2019,20-Aug-19,Georgia,Atlanta,0,4
2019,18-Aug-19,Missouri,Kansas City,0,4
2019,17-Aug-19,Texas,Houston,0,6
2019,15-Aug-19,Alabama,Montgomery,2,3
2019,15-Aug-19,Pennsylvania,Philadelphia,0,5
2019,14-Aug-19,Pennsylvania,Philadelphia,0,6
2019,13-Aug-19,Washington,Tacoma,2,3
2019,12-Aug-19,Mississippi,Greenwood,0,4
2019,11-Aug-19,Illinois,Chicago,0,6
2019,10-Aug-19,Virginia,Richmond,0,4
2019,10-Aug-19,California,San Francisco,0,4
2019,9-Aug-19,Illinois,Chicago,0,4
2019,7-Aug-19,Missouri,Saint Louis,3,1
2019,5-Aug-19,New York,Brooklyn,0,4
2019,4-Aug-19,Louisiana,Lake Charles,0,4
2019,4-Aug-19,Illinois,Chicago,1,7
2019,4-Aug-19,Tennessee,Memphis,1,3
2019,4-Aug-19,Illinois,Chicago,0,7
2019,4-Aug-19,Ohio,Dayton,10,17
2019,3-Aug-19,Texas,El Paso,23,23
2019,2-Aug-19,Virginia,Suffolk,2,3
2019,30-Jul-19,Ohio,Columbus,0,5
2019,28-Jul-19,Pennsylvania,Philadelphia,1,5
2019,28-Jul-19,California,Gilroy,4,17
2019,28-Jul-19,Wisconsin,Chippewa Falls,5,2
2019,28-Jul-19,District of Columbia,Washington,0,4
2019,28-Jul-19,Illinois,Chicago,0,4
2019,27-Jul-19,Kansas,Wichita,1,3
2019,27-Jul-19,New York,Brooklyn,1,11
2019,26-Jul-19,Washington,Kennewick,1,3
2019,25-Jul-19,California,Canoga Park,4,2
2019,21-Jul-19,Illinois,Chicago,0,4
2019,21-Jul-19,District of Columbia,Washington,0,4
2019,20-Jul-19,Maryland,Baltimore,1,3
2019,20-Jul-19,Pennsylvania,Clairton,0,4
2019,20-Jul-19,Illinois,Chicago,0,7
2019,18-Jul-19,Illinois,Chicago,1,3
2019,17-Jul-19,Texas,Lubbock,1,3
2019,16-Jul-19,Texas,San Antonio,0,4
2019,15-Jul-19,Georgia,Atlanta,0,4
2019,14-Jul-19,Illinois,Chicago,0,4
2019,13-Jul-19,Illinois,Chicago,1,4
