Year,Date,State,City_Or_County,Killed,Injured
2022,27-Sep-22,Pennsylvania,Philadelphia,1,4
2022,27-Sep-22,New York,Corona (Queens),0,4
2022,25-Sep-22,Pennsylvania,Harrisburg,0,4
2022,25-Sep-22,Indiana,Hammond,1,3
2022,24-Sep-22,Ohio,Columbus,1,3
2022,24-Sep-22,Georgia,Louisville,1,3
2022,23-Sep-22,California,Castroville,0,4
2022,22-Sep-22,Illinois,Chicago,0,4
2022,20-Sep-22,New York,Mount Vernon,0,4
2022,20-Sep-22,Michigan,Niles,2,3
2022,19-Sep-22,Georgia,Swainsboro,1,3
2022,18-Sep-22,Wisconsin,Kenosha,2,2
2022,18-Sep-22,Michigan,Allendale,0,4
2022,18-Sep-22,Nevada,Las Vegas,0,5
2022,18-Sep-22,New York,Corona (Queens),1,3
2022,17-Sep-22,Missouri,Blue Springs,0,5
2022,17-Sep-22,Minnesota,Minneapolis,0,5
2022,16-Sep-22,Wisconsin,Milwaukee,0,5
2022,14-Sep-22,Wisconsin,Milwaukee,0,4
2022,14-Sep-22,Florida,Miami (North Miami),0,5
2022,14-Sep-22,California,Los Angeles,0,4
2022,13-Sep-22,Illinois,Chicago,2,7
2022,13-Sep-22,California,Oakland,0,4
2022,12-Sep-22,Oklahoma,Oklahoma City,0,4
2022,11-Sep-22,New Mexico,Santa Fe,0,5
2022,11-Sep-22,Michigan,Grand Rapids,0,4
2022,11-Sep-22,Michigan,Detroit,0,4
2022,11-Sep-22,North Carolina,Durham,1,3
2022,10-Sep-22,Indiana,Plainfield,2,2
2022,10-Sep-22,Kentucky,Lexington,0,4
2022,9-Sep-22,New York,Bronx,0,4
2022,9-Sep-22,Maryland,Elk Mills,5,0
2022,9-Sep-22,Minnesota,Minneapolis,1,3
2022,8-Sep-22,Minnesota,Minneapolis,0,4
2022,8-Sep-22,California,Los Angeles,0,4
2022,7-Sep-22,Tennessee,Memphis,3,3
2022,5-Sep-22,Missouri,Kansas City,2,2
2022,5-Sep-22,Georgia,Hartwell,2,2
2022,5-Sep-22,Ohio,Cleveland,1,10
2022,5-Sep-22,Pennsylvania,Philadelphia,2,4
2022,5-Sep-22,Missouri,Saint Louis,0,4
2022,4-Sep-22,Minnesota,Saint Paul,3,2
2022,4-Sep-22,Virginia,Norfolk,2,5
2022,4-Sep-22,Florida,Fort Lauderdale (Lauderdale Lakes),0,4
2022,4-Sep-22,Illinois,Chicago,2,2
2022,4-Sep-22,South Carolina,Charleston,0,5
2022,3-Sep-22,California,Chico,0,5
2022,3-Sep-22,Illinois,Yorkville,0,4
2022,3-Sep-22,Delaware,Dover,0,4
2022,3-Sep-22,Alabama,Birmingham,2,2
2022,3-Sep-22,Maryland,Capitol Heights,1,3
2022,2-Sep-22,California,Fresno,2,3
2022,2-Sep-22,Minnesota,Minneapolis,0,4
2022,2-Sep-22,New York,Brooklyn,0,4
2022,29-Aug-22,Missouri,Saint Louis (Jennings),0,4
2022,28-Aug-22,Wisconsin,Clinton,0,4
2022,28-Aug-22,Oregon,Bend,3,2
2022,28-Aug-22,New York,Albany,0,6
2022,28-Aug-22,Colorado,Denver,1,3
2022,28-Aug-22,Michigan,Detroit,3,1
2022,28-Aug-22,California,Los Angeles,0,6
2022,28-Aug-22,Arizona,Phoenix,3,5
2022,28-Aug-22,Texas,Houston,4,2
2022,27-Aug-22,New York,Brooklyn,1,4
2022,27-Aug-22,Washington,Spokane,1,3
2022,27-Aug-22,Kentucky,Lexington,0,7
2022,25-Aug-22,Kentucky,Henderson,2,2
2022,25-Aug-22,Washington,Spokane,0,4
2022,25-Aug-22,Alabama,Birmingham,1,3
2022,24-Aug-22,Illinois,Chicago,0,4
2022,24-Aug-22,District of Columbia,Washington,2,3
2022,24-Aug-22,Maryland,Baltimore,1,6
2022,24-Aug-22,Wisconsin,Milwaukee,1,3
2022,23-Aug-22,Pennsylvania,Philadelphia,2,2
2022,21-Aug-22,Tennessee,Memphis,1,3
2022,21-Aug-22,California,San Francisco,1,3
2022,20-Aug-22,Delaware,Wilmington,0,4
2022,20-Aug-22,North Carolina,Asheville,0,4
2022,20-Aug-22,Illinois,Chicago,0,5
2022,19-Aug-22,Illinois,Chicago,1,4
2022,19-Aug-22,Illinois,Chicago,0,4
2022,18-Aug-22,Virginia,Norfolk,3,2
2022,17-Aug-22,Illinois,Chicago,0,4
2022,17-Aug-22,Pennsylvania,Philadelphia,0,4
2022,16-Aug-22,Michigan,Paw Paw,0,4
2022,16-Aug-22,Pennsylvania,Philadelphia,0,5
2022,16-Aug-22,Tennessee,Memphis,0,6
2022,14-Aug-22,Arizona,Phoenix,1,4
2022,14-Aug-22,Illinois,Chicago,1,4
2022,14-Aug-22,Maryland,Baltimore,1,3
2022,13-Aug-22,Ohio,Cleveland,1,4
2022,13-Aug-22,North Carolina,Raleigh,0,6
2022,13-Aug-22,Georgia,Atlanta (College Park),1,4
2022,13-Aug-22,Washington,Renton,0,4
2022,12-Aug-22,Missouri,Saint Louis,1,3
2022,12-Aug-22,Pennsylvania,Philadelphia,0,4
2022,10-Aug-22,Mississippi,Winona,1,3
2022,8-Aug-22,Virginia,Richmond,0,4
2022,7-Aug-22,Georgia,Atlanta,2,4
2022,7-Aug-22,Ohio,Cincinnati,0,9
2022,7-Aug-22,Pennsylvania,Pittsburgh,1,3
2022,7-Aug-22,Alabama,Birmingham,1,4
2022,6-Aug-22,Michigan,Detroit,1,4
2022,6-Aug-22,Michigan,Detroit,1,6
2022,6-Aug-22,Pennsylvania,Duquesne,0,4
2022,5-Aug-22,Virginia,Norfolk,0,4
2022,5-Aug-22,Ohio,Dayton,4,0
2022,5-Aug-22,Wisconsin,Milwaukee,0,4
2022,4-Aug-22,Tennessee,Nashville,1,3
2022,4-Aug-22,Nebraska,Laurel,4,0
2022,3-Aug-22,California,Panorama City,1,4
2022,3-Aug-22,Florida,Miami,0,5
2022,2-Aug-22,New York,Albany,0,5
2022,2-Aug-22,Florida,Orlando,5,0
2022,1-Aug-22,Ohio,Columbus,2,3
2022,1-Aug-22,California,Paramount,1,3
2022,1-Aug-22,District of Columbia,Washington,1,5
2022,31-Jul-22,Indiana,South Bend,0,4
2022,31-Jul-22,Florida,Orlando,0,7
2022,31-Jul-22,Indiana,Indianapolis,0,4
2022,31-Jul-22,Michigan,Detroit,2,6
2022,31-Jul-22,Illinois,Decatur,1,3
2022,31-Jul-22,Connecticut,Hartford,0,4
2022,30-Jul-22,Illinois,Wheeling,0,5
2022,30-Jul-22,Louisiana,Monroe,1,3
2022,30-Jul-22,Georgia,Girard,1,4
2022,29-Jul-22,Maryland,Baltimore,2,2
2022,29-Jul-22,New Mexico,Albuquerque,1,4
2022,29-Jul-22,Ohio,Cleveland,1,3
2022,29-Jul-22,Florida,Miami,0,4
2022,27-Jul-22,Georgia,Macon,2,2
2022,27-Jul-22,Louisiana,Hahnville,1,3
2022,25-Jul-22,Louisiana,New Orleans,0,4
2022,24-Jul-22,South Carolina,Bennettsville,1,3
2022,24-Jul-22,California,San Pedro,2,6
2022,24-Jul-22,Georgia,Atlanta,0,8
2022,24-Jul-22,Texas,Fort Worth,1,3
2022,23-Jul-22,Virginia,Richmond,0,5
2022,23-Jul-22,Texas,El Paso,0,4
2022,23-Jul-22,North Carolina,Pinebluff,1,4
2022,23-Jul-22,Illinois,Rockford,2,2
2022,23-Jul-22,Washington,Renton,1,6
2022,23-Jul-22,Illinois,Chicago,0,4
2022,23-Jul-22,Illinois,Chicago,0,4
2022,23-Jul-22,Michigan,Kalamazoo,0,9
2022,21-Jul-22,California,Los Angeles,0,5
2022,19-Jul-22,Nebraska,Lincoln,0,4
2022,18-Jul-22,Georgia,Atlanta,0,5
2022,17-Jul-22,Washington,Mount Vernon,0,5
2022,17-Jul-22,New York,Brooklyn,0,4
2022,17-Jul-22,Michigan,Detroit,0,4
2022,17-Jul-22,Indiana,Greenwood,4,2
2022,17-Jul-22,Indiana,Beech Grove,1,3
2022,17-Jul-22,Michigan,Grand Rapids,0,4
2022,17-Jul-22,Georgia,Milledgeville,0,5
2022,17-Jul-22,New Jersey,Newark,0,4
2022,17-Jul-22,Washington,Vancouver,2,2
2022,16-Jul-22,District of Columbia,Washington,1,3
2022,16-Jul-22,Ohio,Columbus,2,2
2022,16-Jul-22,South Carolina,North Charleston,0,4
2022,16-Jul-22,Texas,Houston,4,0
2022,16-Jul-22,Louisiana,Monroe,0,5
2022,16-Jul-22,Pennsylvania,Philadelphia,0,4
2022,14-Jul-22,Illinois,Chicago,0,4
2022,14-Jul-22,Pennsylvania,Philadelphia,0,4
2022,13-Jul-22,Pennsylvania,Philadelphia,0,4
2022,13-Jul-22,Indiana,Indianapolis,1,3
2022,13-Jul-22,Minnesota,Minneapolis,0,4
2022,12-Jul-22,Massachusetts,Boston,0,4
2022,11-Jul-22,Mississippi,Jackson,0,4
2022,10-Jul-22,Illinois,Crest Hill,1,4
2022,10-Jul-22,California,Downey,3,2
2022,10-Jul-22,Texas,Alvin,1,3
2022,10-Jul-22,Illinois,Chicago,0,4
2022,10-Jul-22,Missouri,Kansas City,1,5
2022,10-Jul-22,New York,Brooklyn,0,5
2022,9-Jul-22,Alabama,Jacksons Gap,0,4
2022,8-Jul-22,North Carolina,Greensboro,0,4
2022,8-Jul-22,Michigan,Detroit,0,4
2022,7-Jul-22,Illinois,Chicago,0,4
2022,6-Jul-22,Florida,Tampa,0,4
2022,6-Jul-22,Illinois,Chicago,0,4
2022,6-Jul-22,Minnesota,Saint Cloud,0,4
2022,5-Jul-22,Ohio,Steubenville,0,4
2022,5-Jul-22,Indiana,Gary,3,7
2022,5-Jul-22,New York,Rochester,1,3
2022,4-Jul-22,Massachusetts,Boston,0,4
2022,4-Jul-22,Minnesota,Minneapolis,0,7
2022,4-Jul-22,Wisconsin,Kenosha,1,4
2022,4-Jul-22,California,Sacramento,1,4
2022,4-Jul-22,Illinois,Highland Park,8,29
2022,4-Jul-22,Missouri,Kansas City,0,4
2022,4-Jul-22,Colorado,Denver,1,3
2022,4-Jul-22,New York,Corona (Queens),0,4
2022,4-Jul-22,Illinois,Chicago,0,5
2022,4-Jul-22,Virginia,Richmond,0,6
2022,3-Jul-22,Virginia,Manassas,0,4
2022,3-Jul-22,South Carolina,Mullins,0,4
2022,3-Jul-22,Arizona,Surprise,3,4
2022,3-Jul-22,Washington,Tacoma,0,4
2022,2-Jul-22,Texas,Haltom City,3,4
2022,2-Jul-22,New York,Corona (Queens),1,3
2022,2-Jul-22,North Carolina,Clinton,0,6
2022,1-Jul-22,Illinois,Chicago,0,4
2022,1-Jul-22,Mississippi,Greenwood,1,7
2022,1-Jul-22,Illinois,Chicago,2,3
2022,30-Jun-22,Kentucky,Allen,3,5
2022,30-Jun-22,New Jersey,Newark,0,9
2022,29-Jun-22,New Jersey,Jersey City,0,4
2022,29-Jun-22,Pennsylvania,Philadelphia,0,4
2022,27-Jun-22,North Carolina,Charlotte,0,5
2022,26-Jun-22,Georgia,Blakely,1,6
2022,26-Jun-22,Virginia,Sutherlin,1,7
2022,26-Jun-22,New Jersey,Paterson,0,5
2022,26-Jun-22,Texas,San Antonio,1,3
2022,26-Jun-22,Texas,Winona,0,5
2022,26-Jun-22,Washington,Tacoma,0,8
2022,25-Jun-22,New York,Brooklyn,0,4
2022,25-Jun-22,Texas,Houston,2,2
2022,25-Jun-22,Minnesota,Minneapolis,0,4
2022,24-Jun-22,Virginia,Hopewell,2,2
2022,24-Jun-22,Pennsylvania,Philadelphia,2,2
2022,23-Jun-22,Illinois,Chicago,1,3
2022,20-Jun-22,New York,New York (Manhattan),1,8
2022,20-Jun-22,New York,Staten Island,0,5
2022,19-Jun-22,District of Columbia,Washington,1,3
2022,19-Jun-22,Michigan,Detroit,1,3
2022,19-Jun-22,Michigan,Grand Rapids,0,4
2022,19-Jun-22,Florida,Miami,0,5
2022,19-Jun-22,South Carolina,Walterboro,2,2
2022,18-Jun-22,Texas,San Antonio,2,5
2022,18-Jun-22,Florida,Pensacola,0,5
2022,17-Jun-22,Maryland,Baltimore,0,4
2022,17-Jun-22,Illinois,Chicago,0,5
2022,16-Jun-22,California,Oakland,1,4
2022,12-Jun-22,California,Los Angeles,3,4
2022,12-Jun-22,Michigan,Roseville,0,4
2022,12-Jun-22,Indiana,Gary,2,4
2022,12-Jun-22,Indiana,Indianapolis,0,5
2022,12-Jun-22,Louisiana,New Orleans,0,4
2022,12-Jun-22,Colorado,Denver,2,4
2022,11-Jun-22,New Mexico,Alamogordo,0,5
2022,11-Jun-22,Michigan,Detroit,0,4
2022,11-Jun-22,Illinois,Chicago,1,4
2022,11-Jun-22,Georgia,Atlanta (College Park),0,7
2022,11-Jun-22,Tennessee,Antioch,2,2
2022,11-Jun-22,Kentucky,Louisville,0,6
2022,10-Jun-22,Georgia,Decatur,1,3
2022,9-Jun-22,Maryland,Smithsburg,3,3
2022,8-Jun-22,Arizona,Yuma,0,4
2022,7-Jun-22,Virginia,Portsmouth,4,0
2022,7-Jun-22,Illinois,Chicago,0,4
2022,7-Jun-22,Maryland,Baltimore,2,2
2022,7-Jun-22,Illinois,Chicago,0,4
2022,5-Jun-22,Arizona,Mesa,2,2
2022,5-Jun-22,Tennessee,Chattanooga,2,12
2022,5-Jun-22,South Carolina,Andrews,0,5
2022,5-Jun-22,Michigan,Grand Rapids,1,3
2022,5-Jun-22,Michigan,Saginaw,3,2
2022,4-Jun-22,Michigan,Ecorse,0,4
2022,4-Jun-22,South Carolina,Summerton,1,7
2022,4-Jun-22,Georgia,Macon,2,2
2022,4-Jun-22,Texas,El Paso (Socorro),0,5
2022,4-Jun-22,Pennsylvania,Philadelphia,3,11
2022,4-Jun-22,Arizona,Phoenix,1,8
2022,4-Jun-22,New York,Hempstead,1,3
2022,3-Jun-22,Nebraska,Omaha,1,3
2022,3-Jun-22,Virginia,Chester,1,5
2022,2-Jun-22,Texas,Centerville,6,0
2022,1-Jun-22,Oklahoma,Tulsa,5,0
2022,31-May-22,Texas,Waco,0,4
2022,30-May-22,Michigan,Benton Harbor,1,6
2022,30-May-22,South Carolina,Charleston,0,9
2022,30-May-22,Pennsylvania,Philadelphia,2,2
2022,29-May-22,Oklahoma,Taft,1,7
2022,29-May-22,Illinois,Chicago,1,4
2022,29-May-22,Texas,Houston,0,4
2022,29-May-22,Illinois,Chicago,0,5
2022,29-May-22,Arizona,Phoenix,1,5
2022,29-May-22,Nevada,Henderson,0,7
2022,28-May-22,Tennessee,Chattanooga,0,6
2022,28-May-22,California,Fresno,1,3
2022,28-May-22,Florida,Malabar,0,4
2022,28-May-22,Colorado,Colorado Springs,1,3
2022,28-May-22,California,Merced,1,3
2022,28-May-22,Tennessee,Memphis,0,4
2022,27-May-22,Alabama,Anniston,0,6
2022,27-May-22,Michigan,Stanwood,4,1
2022,25-May-22,Pennsylvania,Philadelphia,0,4
2022,24-May-22,Texas,Uvalde,22,17
2022,23-May-22,South Carolina,North Charleston,0,5
2022,23-May-22,Ohio,Cleveland,0,5
2022,21-May-22,Indiana,Goshen,2,3
2022,21-May-22,Washington,Tacoma,0,4
2022,20-May-22,Florida,Kissimmee,1,3
2022,20-May-22,Louisiana,New Orleans,1,3
2022,20-May-22,California,Highland,1,8
2022,19-May-22,Illinois,Chicago,2,7
2022,18-May-22,Pennsylvania,Philadelphia,0,5
2022,17-May-22,California,Palo Alto (East Palo Alto),1,3
2022,15-May-22,California,Laguna Woods,1,5
2022,15-May-22,North Carolina,Winston Salem (Winston-salem),0,7
2022,15-May-22,North Carolina,Elizabeth City,0,4
2022,15-May-22,Texas,Houston,2,3
2022,15-May-22,Texas,Amarillo,1,4
2022,14-May-22,New York,Buffalo,10,3
2022,13-May-22,Wisconsin,Milwaukee,0,16
2022,13-May-22,Louisiana,Napoleonville,0,5
2022,12-May-22,Arkansas,Hot Springs National Park (Hot Springs),1,4
2022,11-May-22,Illinois,Chicago,0,4
2022,11-May-22,Indiana,Indianapolis,0,5
2022,11-May-22,Missouri,Saint Louis,1,3
2022,11-May-22,New Jersey,Paterson,1,4
2022,10-May-22,Maryland,Baltimore,0,5
2022,10-May-22,Illinois,Chicago,1,4
2022,10-May-22,Illinois,Chicago,0,6
2022,10-May-22,Pennsylvania,Philadelphia,0,4
2022,10-May-22,Maryland,Baltimore,1,3
2022,10-May-22,Texas,Brookshire,1,3
2022,9-May-22,Michigan,Detroit,0,4
2022,9-May-22,Alabama,Tuscaloosa,0,5
2022,8-May-22,Georgia,Clarkston,3,3
2022,7-May-22,Kentucky,Lexington,2,3
2022,7-May-22,Florida,Miami,0,4
2022,7-May-22,Texas,Garland,2,2
2022,6-May-22,Louisiana,New Orleans,2,4
2022,5-May-22,Washington,Sunnyside,0,5
2022,3-May-22,Louisiana,Baton Rouge,0,5
2022,3-May-22,Kansas,Cowley (county),0,4
2022,3-May-22,Texas,Beaumont,0,5
2022,1-May-22,Louisiana,Lafayette,0,12
2022,1-May-22,Ohio,Springfield,1,4
2022,1-May-22,Florida,Tarpon Springs,0,6
2022,1-May-22,South Carolina,North Charleston,1,3
2022,30-Apr-22,Georgia,Atlanta,1,4
2022,30-Apr-22,Mississippi,Jackson,1,5
2022,29-Apr-22,Tennessee,Jackson,2,2
2022,29-Apr-22,Louisiana,New Orleans,0,6
2022,29-Apr-22,Mississippi,Laurel,0,4
2022,28-Apr-22,Alabama,Bessemer,1,3
2022,27-Apr-22,Illinois,Chicago,0,4
2022,27-Apr-22,Louisiana,Opelousas,2,3
2022,27-Apr-22,Mississippi,Biloxi,4,0
2022,27-Apr-22,Texas,San Antonio,0,5
2022,27-Apr-22,Arizona,Phoenix,0,4
2022,25-Apr-22,Alabama,Birmingham,1,3
2022,24-Apr-22,South Carolina,Myrtle Beach,1,3
2022,24-Apr-22,Indiana,Lafayette,2,4
2022,23-Apr-22,Illinois,Chicago,2,2
2022,23-Apr-22,North Carolina,Rocky Mount,0,4
2022,23-Apr-22,Georgia,Atlanta,0,5
2022,23-Apr-22,California,San Bernardino,1,4
2022,22-Apr-22,Virginia,Petersburg,1,5
2022,22-Apr-22,Ohio,Cincinnati,0,4
2022,22-Apr-22,District of Columbia,Washington,1,4
2022,21-Apr-22,Arkansas,Mountain View,4,0
2022,20-Apr-22,Minnesota,Duluth,5,0
2022,17-Apr-22,Pennsylvania,Philadelphia,0,4
2022,17-Apr-22,Oregon,Portland,1,3
2022,17-Apr-22,South Carolina,Furman,0,9
2022,17-Apr-22,California,Sacramento,1,3
2022,17-Apr-22,Florida,Miami,1,3
2022,17-Apr-22,Pennsylvania,Pittsburgh,2,9
2022,17-Apr-22,Louisiana,Baldwin,0,5
2022,16-Apr-22,South Carolina,Columbia,0,9
2022,16-Apr-22,Maryland,Baltimore,1,3
2022,16-Apr-22,Nevada,North Las Vegas,0,4
2022,16-Apr-22,Texas,Daingerfield,1,6
2022,16-Apr-22,New York,Syracuse,1,4
2022,15-Apr-22,California,Stockton,2,2
2022,12-Apr-22,New York,Brooklyn,0,10
2022,12-Apr-22,New York,Bronx,1,3
2022,10-Apr-22,Louisiana,Baton Rouge,0,4
2022,10-Apr-22,Iowa,Cedar Rapids,3,9
2022,10-Apr-22,Illinois,Elgin,2,4
2022,10-Apr-22,California,Willowbrook,2,5
2022,10-Apr-22,Indiana,Indianapolis,1,5
2022,9-Apr-22,Florida,Miami,0,4
2022,9-Apr-22,District of Columbia,Washington,0,4
2022,6-Apr-22,Pennsylvania,Philadelphia,1,4
2022,4-Apr-22,Kentucky,Covington,0,4
2022,4-Apr-22,Connecticut,Hartford,1,3
2022,3-Apr-22,New York,Buffalo,0,4
2022,3-Apr-22,California,San Francisco,2,2
2022,3-Apr-22,Texas,Dallas,1,16
2022,3-Apr-22,California,Sacramento,6,12
2022,2-Apr-22,North Carolina,Shelby,1,3
2022,2-Apr-22,Louisiana,Monroe,1,5
2022,2-Apr-22,Colorado,Colorado Springs,0,4
2022,2-Apr-22,Louisiana,Shreveport,1,3
2022,1-Apr-22,South Carolina,Walterboro,0,4
2022,26-Mar-22,California,Hollister,2,3
2022,26-Mar-22,Ohio,Cleveland,0,4
2022,25-Mar-22,Colorado,Colorado Springs,2,2
2022,22-Mar-22,California,Stockton,1,3
2022,21-Mar-22,Connecticut,Waterbury,0,4
2022,21-Mar-22,Illinois,Chicago,2,2
2022,20-Mar-22,Wisconsin,Milwaukee,0,4
2022,20-Mar-22,Texas,Austin,0,4
2022,20-Mar-22,Texas,Houston,1,3
2022,19-Mar-22,Virginia,Norfolk,3,2
2022,19-Mar-22,North Carolina,Fayetteville,3,3
2022,19-Mar-22,Arkansas,Dumas,1,26
2022,19-Mar-22,Virginia,Madison Heights,1,4
2022,19-Mar-22,Texas,Dallas,1,9
2022,18-Mar-22,Texas,Fort Worth,1,3
2022,18-Mar-22,Louisiana,New Iberia,0,5
2022,17-Mar-22,Michigan,Lansing,0,4
2022,17-Mar-22,Illinois,Chicago,0,4
2022,17-Mar-22,Florida,Fort Lauderdale,2,2
2022,16-Mar-22,New Jersey,Irvington,1,3
2022,16-Mar-22,New Jersey,Irvington,1,3
2022,15-Mar-22,Alabama,Ozark,0,5
2022,14-Mar-22,Pennsylvania,Reading,1,3
2022,13-Mar-22,Illinois,Chicago,0,7
2022,13-Mar-22,New York,Rochester,2,2
2022,13-Mar-22,South Carolina,Columbia,1,4
2022,12-Mar-22,Maryland,Baltimore,3,1
2022,12-Mar-22,Alabama,Autaugaville,1,3
2022,11-Mar-22,Ohio,Columbus,2,2
2022,9-Mar-22,Colorado,Aurora,1,4
2022,8-Mar-22,Florida,Jacksonville,1,4
2022,7-Mar-22,Tennessee,Knoxville,0,4
2022,6-Mar-22,Minnesota,Minneapolis,1,3
2022,6-Mar-22,Pennsylvania,Hazleton,1,4
2022,6-Mar-22,Kentucky,Louisville,0,4
2022,6-Mar-22,Texas,Lubbock,0,4
2022,6-Mar-22,South Carolina,Chester,2,3
2022,6-Mar-22,Louisiana,Monroe,0,4
2022,5-Mar-22,Arizona,Glendale,1,3
2022,5-Mar-22,Georgia,Atlanta,0,4
2022,3-Mar-22,Nevada,Las Vegas,1,6
2022,2-Mar-22,Maryland,Baltimore,1,3
2022,28-Feb-22,California,Sacramento,5,0
2022,27-Feb-22,Louisiana,Alexandria,0,4
2022,26-Feb-22,South Carolina,North Charleston,1,3
2022,26-Feb-22,Nevada,Las Vegas,1,14
2022,26-Feb-22,Louisiana,Bogalusa,0,10
2022,25-Feb-22,Louisiana,Baton Rouge,2,2
2022,24-Feb-22,Texas,San Antonio,0,4
2022,21-Feb-22,Minnesota,Saint Paul,1,3
2022,20-Feb-22,Iowa,Des Moines,0,4
2022,20-Feb-22,Nebraska,Omaha,0,4
2022,20-Feb-22,Oregon,Portland,1,3
2022,20-Feb-22,Mississippi,Mccomb,1,3
2022,19-Feb-22,Oregon,Portland,1,6
2022,19-Feb-22,Missouri,Charleston,2,14
2022,19-Feb-22,California,Turlock,0,7
2022,19-Feb-22,North Carolina,Durham,2,2
2022,18-Feb-22,Maryland,Temple Hills (Marlow Heights),2,2
2022,17-Feb-22,Pennsylvania,Philadelphia,0,4
2022,17-Feb-22,Texas,Houston,0,5
2022,16-Feb-22,Florida,Miami,1,3
2022,15-Feb-22,Illinois,Joliet,1,3
2022,13-Feb-22,Wisconsin,Racine,1,5
2022,12-Feb-22,California,West Hollywood,0,4
2022,12-Feb-22,Tennessee,Murfreesboro,1,4
2022,12-Feb-22,Arkansas,Little Rock,1,3
2022,11-Feb-22,Missouri,Springfield,0,4
2022,11-Feb-22,Arizona,Phoenix,2,9
2022,6-Feb-22,Illinois,Romeoville,0,5
2022,6-Feb-22,California,Fresno,2,2
2022,6-Feb-22,North Carolina,Wilmington,0,4
2022,6-Feb-22,Florida,Fort Lauderdale,0,4
2022,5-Feb-22,New Mexico,Las Cruces,1,3
2022,5-Feb-22,Texas,Corsicana,6,2
2022,4-Feb-22,Virginia,Blacksburg,1,4
2022,2-Feb-22,California,Oroville,1,4
2022,1-Feb-22,Wisconsin,Milwaukee,0,5
2022,31-Jan-22,North Carolina,Raleigh,1,3
2022,30-Jan-22,Florida,Winter Haven,1,4
2022,30-Jan-22,Georgia,Augusta,1,3
2022,29-Jan-22,Missouri,Saint Louis,3,1
2022,29-Jan-22,Georgia,Atlanta,1,3
2022,29-Jan-22,California,Bakersfield,0,4
2022,27-Jan-22,District of Columbia,Washington,1,4
2022,23-Jan-22,California,Inglewood,4,1
2022,23-Jan-22,Wisconsin,Milwaukee,6,0
2022,19-Jan-22,Maryland,Baltimore,3,1
2022,19-Jan-22,Louisiana,New Orleans,0,4
2022,18-Jan-22,Florida,Miami,1,4
2022,17-Jan-22,Texas,San Antonio,1,4
2022,16-Jan-22,Georgia,Savannah,1,3
2022,15-Jan-22,Tennessee,Knoxville,0,4
2022,15-Jan-22,Georgia,Brunswick,1,5
2022,14-Jan-22,Oregon,Eugene,0,6
2022,13-Jan-22,New York,Brooklyn,1,3
2022,12-Jan-22,Illinois,Chicago,0,4
2022,9-Jan-22,California,Fresno,0,4
2022,9-Jan-22,California,Los Angeles,2,4
2022,9-Jan-22,Alabama,Montgomery,1,6
2022,9-Jan-22,Colorado,Colorado Springs,2,3
2022,8-Jan-22,Texas,Houston,1,3
2022,4-Jan-22,Mississippi,Jackson,1,3
2022,2-Jan-22,Texas,Corsicana,2,2
2022,2-Jan-22,Texas,San Antonio,2,2
2022,1-Jan-22,Missouri,Columbia,0,4
2022,1-Jan-22,Pennsylvania,Philadelphia,1,4
2022,1-Jan-22,Wisconsin,Kenosha,1,3
2022,1-Jan-22,Illinois,Peoria,2,2
2022,1-Jan-22,South Carolina,Dillon,0,5
2022,1-Jan-22,Indiana,South Bend,0,4
2022,1-Jan-22,Colorado,Denver,2,2
2021,31-Dec-21,Maryland,Capitol Heights,0,4
2021,31-Dec-21,Mississippi,Gulfport,4,3
2021,31-Dec-21,California,Los Angeles,0,6
2021,30-Dec-21,Pennsylvania,Philadelphia,0,7
2021,30-Dec-21,Missouri,Kirksville,3,1
2021,27-Dec-21,Colorado,Denver,6,2
2021,27-Dec-21,Ohio,Youngstown,1,3
2021,27-Dec-21,Alabama,Mobile,1,3
2021,26-Dec-21,Virginia,Clear Brook,1,4
2021,26-Dec-21,Texas,Garland,3,1
2021,26-Dec-21,New York,Buffalo,0,4
2021,26-Dec-21,Mississippi,Fayette,1,6
2021,26-Dec-21,Pennsylvania,Philadelphia,0,4
2021,25-Dec-21,Louisiana,Lafayette,0,4
2021,24-Dec-21,Georgia,Roswell,1,3
2021,24-Dec-21,Pennsylvania,Pittsburgh,0,6
2021,24-Dec-21,New York,Brooklyn,0,4
2021,19-Dec-21,Illinois,Lovejoy (Brooklyn),1,3
2021,17-Dec-21,Maryland,Baltimore,1,3
2021,17-Dec-21,Maryland,Baltimore,1,4
2021,17-Dec-21,Virginia,Portsmouth,0,4
2021,13-Dec-21,California,Fresno,0,4
2021,13-Dec-21,Pennsylvania,Philadelphia,0,4
2021,13-Dec-21,North Carolina,Durham,2,4
2021,12-Dec-21,Mississippi,Bolton,0,6
2021,12-Dec-21,Florida,Tampa,0,5
2021,12-Dec-21,Texas,Baytown,1,13
2021,12-Dec-21,Virginia,Woodbridge,0,4
2021,11-Dec-21,Illinois,River Grove,1,3
2021,10-Dec-21,Michigan,Lansing,1,3
2021,10-Dec-21,Florida,Orlando,0,5
2021,10-Dec-21,North Carolina,Charlotte,0,5
2021,9-Dec-21,Maryland,Capitol Heights,0,4
2021,9-Dec-21,Wisconsin,Beloit,1,5
2021,6-Dec-21,Pennsylvania,Philadelphia,0,4
2021,5-Dec-21,Michigan,Detroit,2,2
2021,5-Dec-21,Texas,El Paso,1,3
2021,3-Dec-21,Tennessee,Memphis,2,2
2021,2-Dec-21,North Carolina,Elizabeth City,3,3
